x,y,y_coordinate
79.40630798,-0.756756757,0.175082703
70.05565863,-0.72972973,0.186324631
49.87012987,-0.554054054,0.279219629
20.03710575,-0.391891892,0.40560949
59.96289425,-1.054054054,0.088297
