x,y,y_coordinate
26.9,-0.15036295,0.707354385
27,-0.152971351,0.703118701
27.1,-0.155579752,0.69890838
27.2,-0.15850271,0.69422027
27.3,-0.161926236,0.688769272
27.4,-0.165349763,0.683361075
27.5,-0.168773289,0.677995343
27.6,-0.172196816,0.672671742
27.7,-0.175620342,0.667389943
27.8,-0.179043869,0.662149616
27.9,-0.182467395,0.656950436
28,-0.185890921,0.651792079
28.1,-0.189314448,0.646674226
28.2,-0.192737974,0.641596559
28.3,-0.196161501,0.63655876
28.4,-0.199000678,0.632410865
28.5,-0.201283028,0.629096069
28.6,-0.203565379,0.625798648
28.7,-0.20584773,0.622518511
28.8,-0.208130081,0.619255566
28.9,-0.210412432,0.616009724
29,-0.212694783,0.612780895
29.1,-0.214977134,0.609568991
29.2,-0.217259485,0.606373921
29.3,-0.219541836,0.603195599
29.4,-0.221824187,0.600033935
29.5,-0.224106538,0.596888844
29.6,-0.226874435,0.593096778
29.7,-0.22991757,0.58895543
29.8,-0.232960705,0.584842999
29.9,-0.236003839,0.580759284
30,-0.239046974,0.576704083
30.1,-0.242090108,0.572677198
30.2,-0.245133243,0.568678432
30.3,-0.248176378,0.564707587
30.4,-0.251219512,0.560764469
30.5,-0.254262647,0.556848883
30.6,-0.257305781,0.552960639
30.7,-0.260348916,0.549099545
30.8,-0.263392051,0.545265411
30.9,-0.265902354,0.542122766
31,-0.26704353,0.540700125
31.1,-0.268184705,0.539281218
31.2,-0.269325881,0.537866033
31.3,-0.270467056,0.536454563
31.4,-0.271608232,0.535046797
31.5,-0.272749407,0.533642725
31.6,-0.273890583,0.532242337
31.7,-0.275031758,0.530845624
31.8,-0.276172934,0.529452577
31.9,-0.277314109,0.528063185
32,-0.278455285,0.526677439
32.1,-0.280369241,0.524361454
32.2,-0.283412376,0.520700056
32.3,-0.28645551,0.517064224
32.4,-0.289498645,0.513453779
32.5,-0.29254178,0.509868545
32.6,-0.295584914,0.506308345
32.7,-0.298628049,0.502773005
32.8,-0.301671183,0.49926235
32.9,-0.304714318,0.495776209
33,-0.307948001,0.492098452
33.1,-0.311371528,0.488234509
33.2,-0.314795054,0.484400905
33.3,-0.318218581,0.480597403
33.4,-0.321642107,0.476823765
33.5,-0.325065633,0.473079759
33.6,-0.32848916,0.46936515
33.7,-0.331912686,0.465679708
33.8,-0.335336213,0.462023204
33.9,-0.338759739,0.458395411
34,-0.342183266,0.454796103
34.1,-0.345606792,0.451225057
34.2,-0.347519572,0.449242078
34.3,-0.348533951,0.448194011
34.4,-0.349548329,0.44714839
34.5,-0.350562707,0.446105208
34.6,-0.351577085,0.445064459
34.7,-0.352591463,0.444026139
34.8,-0.353605842,0.44299024
34.9,-0.35462022,0.441956759
35,-0.355634598,0.440925689
35.1,-0.356648976,0.439897024
35.2,-0.357663354,0.438870759
35.3,-0.358677733,0.437846888
35.4,-0.359692111,0.436825406
35.5,-0.361189285,0.435322099
35.6,-0.363998332,0.432515492
35.7,-0.36680738,0.429726979
35.8,-0.369616427,0.426956444
35.9,-0.372425474,0.424203772
36,-0.375234522,0.421468846
36.1,-0.378043569,0.418751553
36.2,-0.380852616,0.416051779
36.3,-0.383661664,0.413369411
36.4,-0.386470711,0.410704337
36.5,-0.389279758,0.408056445
36.6,-0.392088806,0.405425625
36.7,-0.394897853,0.402811766
36.8,-0.3977069,0.400214759
36.9,-0.400515947,0.397634495
37,-0.403324995,0.395070867
37.1,-0.406134042,0.392523767
37.2,-0.408943089,0.389993089
37.3,-0.411752137,0.387478726
37.4,-0.414561184,0.384980574
37.5,-0.416250924,0.383485614
37.6,-0.417910815,0.382022713
37.7,-0.419570707,0.380565393
37.8,-0.421230599,0.379113632
37.9,-0.42289049,0.37766741
38,-0.424550382,0.376226704
38.1,-0.426210273,0.374791495
38.2,-0.427870165,0.37336176
38.3,-0.429530057,0.371937479
38.4,-0.431189948,0.370518632
38.5,-0.43284984,0.369105197
38.6,-0.434509731,0.367697154
38.7,-0.436169623,0.366294483
38.8,-0.437829515,0.364897162
38.9,-0.439489406,0.363505171
39,-0.441149298,0.362118491
39.1,-0.443507791,0.360157289
39.2,-0.446246612,0.357893151
39.3,-0.448985434,0.355643247
39.4,-0.451724255,0.353407486
39.5,-0.454463076,0.351185781
39.6,-0.457201897,0.348978043
39.7,-0.459940718,0.346784184
39.8,-0.462679539,0.344604116
39.9,-0.46541836,0.342437754
40,-0.468157182,0.34028501
40.1,-0.470896003,0.3381458
40.2,-0.473634824,0.336020038
40.3,-0.476373645,0.333907639
40.4,-0.479112466,0.33180852
40.5,-0.481851287,0.329722598
40.6,-0.483201596,0.328699016
40.7,-0.484215974,0.327932172
40.8,-0.485230352,0.327167118
40.9,-0.486244731,0.326403848
41,-0.487259109,0.325642358
41.1,-0.488273487,0.324882646
41.2,-0.489287865,0.324124705
41.3,-0.490302243,0.323368533
41.4,-0.491316621,0.322614125
41.5,-0.492331,0.321861477
41.6,-0.493345378,0.321110585
41.7,-0.494359756,0.320361445
41.8,-0.495374134,0.319614052
41.9,-0.496876954,0.318509981
42,-0.49898374,0.316968614
42.1,-0.501090525,0.315434706
42.2,-0.503197311,0.313908221
42.3,-0.505304096,0.312389123
42.4,-0.507410882,0.310877376
42.5,-0.509517667,0.309372946
42.6,-0.511624453,0.307875796
42.7,-0.513731238,0.306385891
42.8,-0.515838024,0.304903196
42.9,-0.517944809,0.303427676
43,-0.520051595,0.301959297
43.1,-0.52215838,0.300498023
43.2,-0.524265166,0.299043822
43.3,-0.526371951,0.297596657
43.4,-0.528478737,0.296156496
43.5,-0.530585522,0.294723304
43.6,-0.532692308,0.293297048
43.7,-0.534799093,0.291877694
43.8,-0.536932588,0.290447346
43.9,-0.539214939,0.288924959
44,-0.54149729,0.287410553
44.1,-0.543779641,0.285904084
