x,y,y_coordinate
44.3,0.507969173,3.220840165
44.4,0.506644083,3.21102793
44.5,0.506035456,3.206531098
44.6,0.505426829,3.202040564
44.7,0.504818202,3.197556318
44.8,0.504209575,3.193078352
44.9,0.503600949,3.188606657
45,0.502992322,3.184141225
45.1,0.502383695,3.179682046
45.2,0.501775068,3.175229112
45.3,0.501166441,3.170782414
45.4,0.500557814,3.166341943
45.5,0.499949187,3.161907691
45.6,0.49934056,3.157479649
45.7,0.498731933,3.153057808
45.8,0.498123306,3.148642159
45.9,0.497514679,3.144232695
46,0.496906052,3.139829405
46.1,0.496297425,3.135432282
46.2,0.495688799,3.131041317
46.3,0.495080172,3.126656501
46.4,0.494471545,3.122277826
46.5,0.493862918,3.117905282
46.6,0.493254291,3.113538863
46.7,0.49159574,3.101671076
46.8,0.489883977,3.089469961
46.9,0.488172214,3.077316842
47,0.486460451,3.06521153
47.1,0.484748687,3.053153837
47.2,0.483036924,3.041143576
47.3,0.481325161,3.029180559
47.4,0.479613398,3.017264602
47.5,0.477901634,3.005395519
47.6,0.476189871,2.993573125
47.7,0.474478108,2.981797238
47.8,0.472766345,2.970067673
47.9,0.471054582,2.95838425
48,0.469342818,2.946746785
48.1,0.467631055,2.9351551
48.2,0.465919292,2.923609013
48.3,0.464207529,2.912108344
48.4,0.462495766,2.900652917
48.5,0.460784002,2.889242552
48.6,0.459072239,2.877877072
48.7,0.457360476,2.866556301
48.8,0.455648713,2.855280062
48.9,0.45393695,2.844048181
49,0.452419264,2.834126715
49.1,0.45165848,2.829166325
49.2,0.450897696,2.824214617
49.3,0.450136913,2.819271576
49.4,0.449376129,2.814337187
49.5,0.448615346,2.809411433
49.6,0.447854562,2.804494301
49.7,0.447093778,2.799585776
49.8,0.446332995,2.794685841
49.9,0.445572211,2.789794482
50,0.444811427,2.784911684
50.1,0.444050644,2.780037433
50.2,0.44328986,2.775171712
50.3,0.442529076,2.770314508
50.4,0.441768293,2.765465804
50.5,0.441007509,2.760625588
50.6,0.440246725,2.755793842
50.7,0.439485942,2.750970554
50.8,0.43902439,2.748048481
50.9,0.43902439,2.748048481
51,0.43902439,2.748048481
51.1,0.43902439,2.748048481
51.2,0.43902439,2.748048481
51.3,0.43902439,2.748048481
51.4,0.43902439,2.748048481
51.5,0.43902439,2.748048481
51.6,0.43902439,2.748048481
51.7,0.43902439,2.748048481
51.8,0.43902439,2.748048481
51.9,0.43902439,2.748048481
52,0.43902439,2.748048481
52.1,0.43902439,2.748048481
52.2,0.43902439,2.748048481
52.3,0.43902439,2.748048481
52.4,0.438937282,2.74749735
52.5,0.437633082,2.739258902
52.6,0.436328881,2.731045157
52.7,0.435024681,2.722856041
52.8,0.43372048,2.714691481
52.9,0.43241628,2.706551402
53,0.431112079,2.698435732
53.1,0.429807878,2.690344396
53.2,0.428503678,2.682277323
53.3,0.427199477,2.674234439
53.4,0.425895277,2.666215672
53.5,0.424591076,2.658220949
53.6,0.423286876,2.650250199
53.7,0.421982675,2.642303349
53.8,0.420678475,2.634380328
53.9,0.419374274,2.626481064
54,0.418070074,2.618605487
54.1,0.416765873,2.610753525
54.2,0.415461672,2.602925107
54.3,0.414157472,2.595120163
54.4,0.412853271,2.587338622
54.5,0.411361547,2.578466817
54.6,0.409405246,2.566878107
54.7,0.407448945,2.555341481
54.8,0.405492644,2.543856707
54.9,0.403536343,2.532423549
55,0.401580043,2.521041777
55.1,0.399623742,2.509711159
55.2,0.397667441,2.498431466
55.3,0.39571114,2.487202469
55.4,0.393754839,2.476023939
55.5,0.391798539,2.464895651
55.6,0.389842238,2.453817377
55.7,0.387885937,2.442788894
55.8,0.385929636,2.431809978
55.9,0.383973335,2.420880405
56,0.382017034,2.409999955
56.1,0.380060734,2.399168406
56.2,0.378104433,2.388385538
56.3,0.376148132,2.377651133
56.4,0.374191831,2.366964973
56.5,0.37223553,2.356326841
56.6,0.370942218,2.34932023
56.7,0.370290118,2.345795334
56.8,0.369638018,2.342275727
56.9,0.368985918,2.338761401
57,0.368333817,2.335252347
57.1,0.367681717,2.331748559
57.2,0.367029617,2.328250027
57.3,0.366377516,2.324756745
57.4,0.365725416,2.321268704
57.5,0.365073316,2.317785897
57.6,0.364421216,2.314308315
57.7,0.363769115,2.31083595
57.8,0.363117015,2.307368796
57.9,0.362464915,2.303906844
58,0.361812815,2.300450086
58.1,0.361160714,2.296998514
58.2,0.360508614,2.293552121
58.3,0.359856514,2.2901109
58.4,0.359204413,2.286674841
58.5,0.358552313,2.283243938
58.6,0.357900213,2.279818182
