x,y,y_coordinate
71.5,-0.710629223,0.194702163
71.6,-0.711084459,0.194498179
71.7,-0.711539696,0.194294409
71.8,-0.711994932,0.194090852
71.9,-0.712450169,0.193887509
72,-0.712905405,0.193684379
72.1,-0.713360642,0.193481461
72.2,-0.713815878,0.193278756
72.3,-0.714271115,0.193076263
72.4,-0.714726351,0.192873983
72.5,-0.715181588,0.192671914
72.6,-0.715636824,0.192470057
72.7,-0.716092061,0.192268412
72.8,-0.717209459,0.191774359
72.9,-0.718575169,0.191172241
73,-0.719940878,0.190572013
73.1,-0.721306588,0.18997367
73.2,-0.722672297,0.189377205
73.3,-0.724038007,0.188782613
73.4,-0.725403716,0.188189888
73.5,-0.726769426,0.187599024
73.6,-0.728135135,0.187010015
73.7,-0.729500845,0.186422855
73.8,-0.730866554,0.185837539
73.9,-0.732232264,0.185254061
74,-0.733597973,0.184672414
74.1,-0.734963682,0.184092594
74.2,-0.736329392,0.183514594
74.3,-0.73729223,0.18310819
74.4,-0.738202703,0.182724717
74.5,-0.739113176,0.182342046
74.6,-0.740023649,0.181960177
74.7,-0.740934122,0.181579108
74.8,-0.741844595,0.181198837
74.9,-0.742755068,0.180819362
75,-0.743665541,0.180440682
75.1,-0.744576014,0.180062795
75.2,-0.745486486,0.179685699
75.3,-0.746396959,0.179309393
75.4,-0.747307432,0.178933875
75.5,-0.748217905,0.178559144
75.6,-0.749128378,0.178185197
75.7,-0.750019426,0.177819987
75.8,-0.750474662,0.17763369
75.9,-0.750929899,0.177447588
76,-0.751385135,0.177261682
76.1,-0.751840372,0.17707597
76.2,-0.752295608,0.176890452
76.3,-0.752750845,0.176705129
76.4,-0.753206081,0.17652
76.5,-0.753661318,0.176335065
76.6,-0.754116554,0.176150324
76.7,-0.754571791,0.175965776
76.8,-0.755027027,0.175781422
76.9,-0.755482264,0.175597261
77,-0.7559375,0.175413292
77.1,-0.756392736,0.175229517
77.2,-0.756939189,0.175009172
77.3,-0.757849662,0.17464266
77.4,-0.758760135,0.174276916
77.5,-0.759670608,0.173911937
77.6,-0.760581081,0.173547723
77.7,-0.761491554,0.173184271
77.8,-0.762402027,0.172821581
77.9,-0.7633125,0.17245965
78,-0.764222973,0.172098477
78.1,-0.765133446,0.171738061
78.2,-0.766043919,0.171378399
78.3,-0.766954392,0.17101949
78.4,-0.767864865,0.170661334
78.5,-0.768775338,0.170303927
78.6,-0.769685811,0.169947269
