    Depth        Gy       GyE       RBE        SL     Gy^-1     Gy^-2 LETm(keV/um)
     4.21     2.517     4.035     1.603     0.100     0.724     0.076       45.230
     4.22     2.517     4.034     1.603     0.100     0.723     0.076       45.358
     4.23     2.516     4.037     1.604     0.100     0.724     0.076       45.475
     4.24     2.516     4.039     1.605     0.100     0.725     0.076       45.529
     4.25     2.514     4.038     1.606     0.100     0.726     0.076       45.606
     4.26     2.512     4.035     1.607     0.100     0.726     0.076       45.414
     4.27     2.511     4.034     1.607     0.100     0.725     0.076       45.544
     4.28     2.511     4.037     1.608     0.100     0.726     0.076       45.659
     4.29     2.510     4.039     1.609     0.100     0.727     0.076       45.715
     4.30     2.509     4.038     1.609     0.100     0.728     0.076       45.793
     4.31     2.506     4.035     1.610     0.100     0.728     0.076       45.600
     4.32     2.506     4.034     1.610     0.100     0.728     0.076       45.728
     4.33     2.506     4.037     1.611     0.100     0.728     0.076       45.847
     4.34     2.505     4.039     1.612     0.100     0.730     0.076       45.903
     4.35     2.503     4.038     1.613     0.100     0.730     0.076       45.982
     4.36     2.501     4.035     1.614     0.100     0.730     0.076       45.788
     4.37     2.500     4.034     1.613     0.100     0.730     0.076       45.919
     4.38     2.500     4.037     1.615     0.100     0.731     0.076       46.038
     4.39     2.499     4.039     1.616     0.100     0.732     0.076       46.097
     4.40     2.498     4.038     1.616     0.100     0.732     0.076       46.175
     4.41     2.495     4.035     1.617     0.100     0.732     0.076       45.981
     4.42     2.495     4.034     1.617     0.100     0.732     0.076       46.112
     4.43     2.495     4.037     1.618     0.100     0.733     0.076       46.233
     4.44     2.494     4.039     1.619     0.100     0.734     0.076       46.291
     4.45     2.492     4.038     1.620     0.100     0.735     0.076       46.372
     4.46     2.490     4.035     1.621     0.100     0.735     0.076       46.176
     4.47     2.489     4.034     1.621     0.100     0.734     0.076       46.311
     4.48     2.489     4.037     1.622     0.100     0.735     0.076       46.432
     4.49     2.488     4.039     1.623     0.100     0.736     0.076       46.492
     4.50     2.487     4.038     1.624     0.100     0.737     0.076       46.573
     4.51     2.484     4.035     1.624     0.100     0.737     0.076       46.379
     4.52     2.484     4.034     1.624     0.100     0.737     0.076       46.513
     4.53     2.484     4.037     1.625     0.100     0.738     0.076       46.637
     4.54     2.483     4.039     1.627     0.100     0.739     0.076       46.696
     4.55     2.481     4.038     1.627     0.100     0.739     0.076       46.778
     4.56     2.479     4.035     1.628     0.100     0.739     0.076       46.581
     4.57     2.478     4.034     1.628     0.100     0.739     0.076       46.717
     4.58     2.478     4.037     1.629     0.100     0.740     0.076       46.840
     4.59     2.477     4.039     1.630     0.100     0.741     0.076       46.902
     4.60     2.476     4.038     1.631     0.100     0.742     0.076       46.985
     4.61     2.473     4.035     1.632     0.100     0.742     0.076       46.790
     4.62     2.472     4.034     1.632     0.100     0.741     0.077       46.928
     4.63     2.472     4.037     1.633     0.100     0.742     0.077       47.054
     4.64     2.471     4.039     1.634     0.100     0.743     0.076       47.116
     4.65     2.470     4.038     1.635     0.100     0.744     0.076       47.201
     4.66     2.467     4.035     1.636     0.100     0.744     0.077       47.001
     4.67     2.467     4.034     1.635     0.100     0.744     0.077       47.140
     4.68     2.467     4.037     1.637     0.100     0.745     0.077       47.265
     4.69     2.466     4.039     1.638     0.100     0.746     0.077       47.329
     4.70     2.464     4.038     1.639     0.100     0.746     0.076       47.414
     4.71     2.461     4.035     1.639     0.100     0.747     0.077       47.217
     4.72     2.461     4.034     1.639     0.100     0.746     0.077       47.357
     4.73     2.461     4.037     1.640     0.100     0.747     0.077       47.486
     4.74     2.460     4.039     1.642     0.100     0.748     0.077       47.550
     4.75     2.458     4.038     1.643     0.100     0.749     0.077       47.637
     4.76     2.456     4.035     1.643     0.100     0.749     0.077       47.438
     4.77     2.455     4.034     1.643     0.100     0.749     0.077       47.581
     4.78     2.455     4.037     1.644     0.100     0.750     0.077       47.708
     4.79     2.454     4.039     1.646     0.100     0.751     0.077       47.774
     4.80     2.452     4.038     1.646     0.100     0.751     0.077       47.861
     4.81     2.450     4.035     1.647     0.100     0.752     0.077       47.661
     4.82     2.449     4.034     1.647     0.100     0.751     0.077       47.803
     4.83     2.449     4.037     1.648     0.100     0.752     0.077       47.935
     4.84     2.448     4.039     1.650     0.100     0.753     0.077       48.000
     4.85     2.446     4.038     1.650     0.100     0.754     0.077       48.091
     4.86     2.444     4.035     1.651     0.100     0.754     0.077       47.890
     4.87     2.443     4.034     1.651     0.100     0.754     0.077       48.036
     4.88     2.443     4.037     1.652     0.100     0.755     0.077       48.168
     4.89     2.442     4.039     1.654     0.100     0.756     0.077       48.236
     4.90     2.440     4.038     1.655     0.100     0.757     0.077       48.324
     4.91     2.438     4.035     1.655     0.100     0.757     0.077       48.123
     4.92     2.437     4.034     1.655     0.100     0.756     0.077       48.267
     4.93     2.437     4.037     1.656     0.100     0.757     0.077       48.401
     4.94     2.436     4.039     1.658     0.100     0.759     0.077       48.469
     4.95     2.434     4.038     1.659     0.100     0.759     0.077       48.561
     4.96     2.432     4.035     1.660     0.100     0.759     0.077       48.359
     4.97     2.431     4.034     1.659     0.100     0.759     0.077       48.508
     4.98     2.431     4.037     1.661     0.100     0.760     0.077       48.643
     4.99     2.430     4.039     1.662     0.100     0.761     0.077       48.713
     5.00     2.428     4.038     1.663     0.100     0.762     0.077       48.805
     5.01     2.425     4.035     1.664     0.100     0.762     0.077       48.602
     5.02     2.425     4.034     1.664     0.100     0.762     0.077       48.750
     5.03     2.425     4.037     1.665     0.100     0.763     0.077       48.887
     5.04     2.424     4.039     1.666     0.100     0.764     0.077       48.957
     5.05     2.422     4.038     1.667     0.100     0.765     0.077       49.051
     5.06     2.419     4.035     1.668     0.100     0.765     0.077       48.846
     5.07     2.418     4.034     1.668     0.100     0.765     0.077       48.998
     5.08     2.418     4.037     1.669     0.100     0.766     0.077       49.135
     5.09     2.417     4.039     1.671     0.100     0.767     0.077       49.207
     5.10     2.416     4.038     1.672     0.100     0.768     0.077       49.302
     5.11     2.413     4.035     1.673     0.100     0.768     0.077       49.098
     5.12     2.412     4.034     1.672     0.100     0.767     0.077       49.251
     5.13     2.412     4.037     1.674     0.100     0.768     0.077       49.392
     5.14     2.411     4.039     1.675     0.100     0.770     0.077       49.462
     5.15     2.409     4.038     1.676     0.100     0.770     0.077       49.559
     5.16     2.406     4.035     1.677     0.100     0.771     0.077       49.351
     5.17     2.406     4.034     1.677     0.100     0.770     0.077       49.506
     5.18     2.406     4.037     1.678     0.100     0.771     0.077       49.646
     5.19     2.404     4.039     1.680     0.100     0.773     0.077       49.720
     5.20     2.403     4.038     1.681     0.100     0.773     0.077       49.818
     5.21     2.400     4.035     1.682     0.100     0.774     0.077       49.612
     5.22     2.399     4.034     1.681     0.100     0.773     0.077       49.768
     5.23     2.399     4.037     1.683     0.100     0.774     0.077       49.912
     5.24     2.398     4.039     1.684     0.100     0.776     0.077       49.986
     5.25     2.396     4.038     1.685     0.100     0.776     0.077       50.086
     5.26     2.393     4.035     1.686     0.100     0.777     0.077       49.875
     5.27     2.393     4.034     1.686     0.100     0.776     0.077       50.034
     5.28     2.392     4.037     1.687     0.100     0.777     0.077       50.177
     5.29     2.391     4.039     1.689     0.100     0.779     0.077       50.253
     5.30     2.389     4.038     1.690     0.100     0.779     0.077       50.353
     5.31     2.387     4.035     1.691     0.100     0.780     0.077       50.145
     5.32     2.386     4.034     1.691     0.100     0.779     0.078       50.305
     5.33     2.386     4.037     1.692     0.100     0.780     0.077       50.452
     5.34     2.385     4.039     1.694     0.100     0.782     0.077       50.529
     5.35     2.383     4.038     1.695     0.100     0.782     0.077       50.632
     5.36     2.380     4.035     1.696     0.100     0.783     0.078       50.421
     5.37     2.379     4.034     1.696     0.100     0.782     0.078       50.584
     5.38     2.379     4.037     1.697     0.100     0.783     0.078       50.729
     5.39     2.378     4.039     1.699     0.100     0.785     0.077       50.808
     5.40     2.376     4.038     1.699     0.100     0.786     0.077       50.910
     5.41     2.373     4.035     1.701     0.100     0.786     0.078       50.699
     5.42     2.372     4.034     1.700     0.100     0.786     0.078       50.861
     5.43     2.372     4.037     1.702     0.100     0.787     0.078       51.012
     5.44     2.371     4.039     1.704     0.100     0.788     0.078       51.091
     5.45     2.369     4.038     1.704     0.100     0.789     0.077       51.197
     5.46     2.366     4.035     1.706     0.100     0.789     0.078       50.985
     5.47     2.365     4.034     1.705     0.100     0.789     0.078       51.152
     5.48     2.365     4.037     1.707     0.100     0.790     0.078       51.303
     5.49     2.364     4.039     1.709     0.100     0.791     0.078       51.385
     5.50     2.362     4.038     1.710     0.100     0.792     0.078       51.489
     5.51     2.359     4.035     1.711     0.100     0.792     0.078       51.275
     5.52     2.358     4.034     1.711     0.100     0.792     0.078       51.440
     5.53     2.358     4.037     1.712     0.100     0.793     0.078       51.594
     5.54     2.357     4.039     1.714     0.100     0.795     0.078       51.675
     5.55     2.355     4.038     1.715     0.100     0.796     0.078       51.786
     5.56     2.352     4.035     1.716     0.100     0.796     0.078       51.571
     5.57     2.351     4.034     1.716     0.100     0.795     0.078       51.742
     5.58     2.351     4.037     1.717     0.100     0.797     0.078       51.898
     5.59     2.349     4.039     1.719     0.100     0.798     0.078       51.982
     5.60     2.348     4.038     1.720     0.100     0.799     0.078       52.091
     5.61     2.344     4.035     1.721     0.100     0.799     0.078       51.875
     5.62     2.344     4.034     1.721     0.100     0.799     0.078       52.044
     5.63     2.343     4.037     1.723     0.100     0.800     0.078       52.202
     5.64     2.342     4.039     1.724     0.100     0.802     0.078       52.285
     5.65     2.340     4.038     1.725     0.100     0.802     0.078       52.398
     5.66     2.337     4.035     1.727     0.100     0.803     0.078       52.179
     5.67     2.336     4.034     1.727     0.100     0.802     0.078       52.355
     5.68     2.336     4.037     1.728     0.100     0.804     0.078       52.513
     5.69     2.335     4.039     1.730     0.100     0.805     0.078       52.601
     5.70     2.333     4.038     1.731     0.100     0.806     0.078       52.714
     5.71     2.330     4.035     1.732     0.100     0.806     0.078       52.497
     5.72     2.329     4.034     1.732     0.100     0.806     0.078       52.673
     5.73     2.328     4.037     1.734     0.100     0.807     0.078       52.836
     5.74     2.327     4.039     1.736     0.100     0.809     0.078       52.920
     5.75     2.325     4.038     1.737     0.100     0.810     0.078       53.036
     5.76     2.322     4.035     1.738     0.100     0.810     0.078       52.814
     5.77     2.321     4.034     1.738     0.100     0.810     0.078       52.993
     5.78     2.321     4.037     1.739     0.100     0.811     0.078       53.155
     5.79     2.320     4.039     1.741     0.100     0.813     0.078       53.245
     5.80     2.318     4.038     1.742     0.100     0.813     0.078       53.363
     5.81     2.314     4.035     1.744     0.100     0.814     0.078       53.144
     5.82     2.314     4.034     1.744     0.100     0.814     0.078       53.326
     5.83     2.313     4.037     1.745     0.100     0.815     0.078       53.493
     5.84     2.312     4.039     1.747     0.100     0.817     0.078       53.583
     5.85     2.310     4.038     1.748     0.100     0.817     0.078       53.702
     5.86     2.307     4.035     1.750     0.100     0.818     0.078       53.476
     5.87     2.306     4.034     1.750     0.100     0.817     0.078       53.659
     5.88     2.305     4.037     1.751     0.100     0.819     0.078       53.825
     5.89     2.304     4.039     1.753     0.100     0.820     0.078       53.918
     5.90     2.302     4.038     1.754     0.100     0.821     0.078       54.039
     5.91     2.298     4.035     1.756     0.100     0.822     0.078       53.817
     5.92     2.298     4.034     1.756     0.100     0.821     0.078       54.002
     5.93     2.297     4.037     1.757     0.100     0.823     0.078       54.174
     5.94     2.296     4.039     1.759     0.100     0.824     0.078       54.267
     5.95     2.294     4.038     1.760     0.100     0.825     0.078       54.392
     5.96     2.290     4.035     1.762     0.100     0.826     0.078       54.166
     5.97     2.289     4.034     1.762     0.100     0.825     0.078       54.355
     5.98     2.289     4.037     1.763     0.100     0.827     0.078       54.525
     5.99     2.288     4.039     1.766     0.100     0.829     0.078       54.621
     6.00     2.286     4.038     1.767     0.100     0.829     0.078       54.745
     6.01     2.282     4.035     1.768     0.100     0.830     0.078       54.519
     6.02     2.281     4.034     1.768     0.100     0.830     0.078       54.709
     6.03     2.281     4.037     1.770     0.100     0.831     0.078       54.885
     6.04     2.279     4.039     1.772     0.100     0.833     0.078       54.982
     6.05     2.277     4.038     1.773     0.100     0.834     0.078       55.111
     6.06     2.274     4.035     1.775     0.100     0.834     0.078       54.884
     6.07     2.273     4.034     1.775     0.100     0.834     0.078       55.079
     6.08     2.272     4.037     1.776     0.100     0.835     0.078       55.257
     6.09     2.271     4.039     1.779     0.100     0.837     0.078       55.356
     6.10     2.269     4.038     1.780     0.100     0.838     0.078       55.482
     6.11     2.265     4.035     1.781     0.100     0.839     0.078       55.253
     6.12     2.264     4.034     1.781     0.100     0.838     0.078       55.447
     6.13     2.264     4.037     1.783     0.100     0.840     0.078       55.627
     6.14     2.262     4.039     1.785     0.100     0.842     0.078       55.727
     6.15     2.260     4.038     1.787     0.100     0.842     0.078       55.861
     6.16     2.257     4.035     1.788     0.100     0.843     0.078       55.630
     6.17     2.256     4.034     1.788     0.100     0.843     0.078       55.831
     6.18     2.255     4.037     1.790     0.100     0.844     0.078       56.013
     6.19     2.254     4.039     1.792     0.100     0.846     0.078       56.117
     6.20     2.251     4.038     1.794     0.100     0.847     0.078       56.251
     6.21     2.248     4.035     1.795     0.100     0.848     0.078       56.019
     6.22     2.247     4.034     1.795     0.100     0.847     0.079       56.218
     6.23     2.246     4.037     1.797     0.100     0.849     0.078       56.404
     6.24     2.245     4.039     1.799     0.100     0.851     0.078       56.507
     6.25     2.242     4.038     1.801     0.100     0.852     0.078       56.645
     6.26     2.239     4.035     1.802     0.100     0.852     0.078       56.410
     6.27     2.238     4.034     1.802     0.100     0.852     0.079       56.617
     6.28     2.237     4.037     1.804     0.100     0.854     0.079       56.804
     6.29     2.236     4.039     1.807     0.100     0.856     0.078       56.912
     6.30     2.233     4.038     1.808     0.100     0.857     0.078       57.052
     6.31     2.230     4.035     1.810     0.100     0.857     0.079       56.819
     6.32     2.229     4.034     1.810     0.100     0.857     0.079       57.027
     6.33     2.228     4.037     1.812     0.100     0.858     0.079       57.219
     6.34     2.227     4.039     1.814     0.100     0.860     0.078       57.324
     6.35     2.224     4.038     1.815     0.100     0.861     0.078       57.466
     6.36     2.221     4.035     1.817     0.100     0.862     0.079       57.227
     6.37     2.219     4.033     1.817     0.100     0.862     0.079       57.438
     6.38     2.219     4.037     1.819     0.100     0.863     0.079       57.630
     6.39     2.217     4.039     1.822     0.100     0.865     0.078       57.743
     6.40     2.215     4.038     1.823     0.100     0.866     0.078       57.887
     6.41     2.211     4.035     1.825     0.100     0.867     0.079       57.652
     6.42     2.210     4.034     1.825     0.100     0.867     0.079       57.868
     6.43     2.209     4.037     1.827     0.100     0.869     0.079       58.067
     6.44     2.208     4.039     1.830     0.100     0.871     0.079       58.179
     6.45     2.205     4.038     1.831     0.100     0.872     0.078       58.327
     6.46     2.202     4.035     1.833     0.100     0.872     0.079       58.085
     6.47     2.200     4.033     1.833     0.100     0.872     0.079       58.303
     6.48     2.200     4.037     1.835     0.100     0.874     0.079       58.501
     6.49     2.198     4.039     1.838     0.100     0.876     0.079       58.618
     6.50     2.196     4.038     1.839     0.100     0.877     0.078       58.768
     6.51     2.192     4.035     1.841     0.100     0.878     0.079       58.529
     6.52     2.191     4.034     1.841     0.100     0.877     0.079       58.751
     6.53     2.190     4.037     1.843     0.100     0.879     0.079       58.956
     6.54     2.188     4.039     1.846     0.100     0.881     0.079       59.073
     6.55     2.186     4.038     1.847     0.100     0.882     0.079       59.228
     6.56     2.182     4.035     1.849     0.100     0.883     0.079       58.987
     6.57     2.181     4.033     1.850     0.100     0.883     0.079       59.214
     6.58     2.180     4.037     1.852     0.100     0.885     0.079       59.418
     6.59     2.178     4.039     1.854     0.100     0.887     0.079       59.539
     6.60     2.176     4.038     1.856     0.100     0.888     0.079       59.693
     6.61     2.172     4.035     1.858     0.100     0.889     0.079       59.449
     6.62     2.171     4.034     1.858     0.100     0.889     0.079       59.677
     6.63     2.170     4.037     1.860     0.100     0.890     0.079       59.887
     6.64     2.168     4.039     1.863     0.100     0.893     0.079       60.010
     6.65     2.165     4.038     1.865     0.100     0.894     0.079       60.174
     6.66     2.162     4.035     1.867     0.100     0.895     0.079       59.933
     6.67     2.160     4.033     1.867     0.100     0.894     0.079       60.170
     6.68     2.160     4.037     1.869     0.100     0.896     0.079       60.386
     6.69     2.158     4.039     1.872     0.100     0.898     0.079       60.512
     6.70     2.155     4.038     1.874     0.100     0.900     0.079       60.672
     6.71     2.151     4.035     1.876     0.100     0.900     0.079       60.426
     6.72     2.150     4.034     1.876     0.100     0.900     0.079       60.660
     6.73     2.149     4.037     1.878     0.100     0.902     0.079       60.878
     6.74     2.147     4.040     1.881     0.100     0.905     0.079       61.006
     6.75     2.145     4.038     1.883     0.100     0.906     0.079       61.175
     6.76     2.141     4.035     1.885     0.100     0.907     0.079       60.932
     6.77     2.139     4.033     1.885     0.100     0.906     0.079       61.176
     6.78     2.139     4.037     1.888     0.100     0.908     0.079       61.400
     6.79     2.137     4.039     1.890     0.100     0.911     0.079       61.532
     6.80     2.134     4.038     1.892     0.100     0.912     0.079       61.704
     6.81     2.130     4.035     1.895     0.100     0.913     0.079       61.456
     6.82     2.129     4.034     1.895     0.100     0.913     0.079       61.700
     6.83     2.128     4.036     1.897     0.100     0.915     0.079       61.925
     6.84     2.126     4.040     1.900     0.100     0.917     0.079       62.059
     6.85     2.123     4.038     1.902     0.100     0.918     0.079       62.234
     6.86     2.119     4.035     1.904     0.100     0.919     0.079       61.986
     6.87     2.118     4.033     1.905     0.100     0.919     0.079       62.237
     6.88     2.117     4.037     1.907     0.100     0.921     0.079       62.469
     6.89     2.115     4.039     1.910     0.100     0.924     0.079       62.608
     6.90     2.112     4.038     1.912     0.100     0.925     0.079       62.792
     6.91     2.108     4.035     1.914     0.100     0.926     0.079       62.546
     6.92     2.107     4.033     1.915     0.100     0.926     0.079       62.806
     6.93     2.105     4.036     1.917     0.100     0.928     0.079       63.042
     6.94     2.104     4.040     1.920     0.100     0.930     0.079       63.182
     6.95     2.101     4.038     1.922     0.100     0.932     0.078       63.362
     6.96     2.097     4.035     1.925     0.100     0.933     0.079       63.109
     6.97     2.095     4.033     1.925     0.100     0.933     0.079       63.365
     6.98     2.094     4.037     1.928     0.100     0.935     0.079       63.605
     6.99     2.092     4.039     1.931     0.100     0.937     0.079       63.750
     7.00     2.090     4.038     1.933     0.100     0.939     0.078       63.944
     7.01     2.085     4.035     1.935     0.100     0.940     0.079       63.698
     7.02     2.084     4.034     1.936     0.100     0.940     0.079       63.972
     7.03     2.083     4.036     1.938     0.100     0.942     0.079       64.218
     7.04     2.081     4.040     1.941     0.100     0.944     0.078       64.371
     7.05     2.078     4.038     1.943     0.100     0.946     0.078       64.559
     7.06     2.074     4.035     1.946     0.100     0.947     0.079       64.305
     7.07     2.072     4.033     1.946     0.100     0.947     0.079       64.569
     7.08     2.071     4.037     1.949     0.100     0.949     0.079       64.820
     7.09     2.069     4.039     1.952     0.100     0.952     0.078       64.972
     7.10     2.066     4.039     1.954     0.100     0.953     0.078       65.177
     7.11     2.062     4.035     1.957     0.100     0.954     0.078       64.928
     7.12     2.060     4.034     1.958     0.100     0.954     0.079       65.217
     7.13     2.059     4.036     1.960     0.100     0.956     0.078       65.472
     7.14     2.057     4.040     1.964     0.100     0.959     0.078       65.639
     7.15     2.054     4.038     1.966     0.100     0.961     0.078       65.840
     7.16     2.050     4.035     1.968     0.100     0.962     0.078       65.595
     7.17     2.048     4.033     1.969     0.100     0.962     0.078       65.875
     7.18     2.048     4.037     1.972     0.100     0.964     0.078       66.140
     7.19     2.045     4.039     1.975     0.100     0.967     0.078       66.299
     7.20     2.043     4.039     1.977     0.100     0.969     0.078       66.516
     7.21     2.038     4.035     1.980     0.100     0.970     0.078       66.262
     7.22     2.037     4.033     1.980     0.100     0.970     0.078       66.563
     7.23     2.035     4.036     1.983     0.100     0.972     0.078       66.830
     7.24     2.034     4.040     1.987     0.100     0.975     0.078       67.013
     7.25     2.030     4.038     1.989     0.100     0.977     0.078       67.232
     7.26     2.026     4.035     1.992     0.100     0.978     0.078       66.997
     7.27     2.024     4.033     1.992     0.100     0.978     0.078       67.299
     7.28     2.023     4.037     1.995     0.100     0.980     0.078       67.592
     7.29     2.021     4.039     1.998     0.100     0.983     0.078       67.766
     7.30     2.018     4.039     2.001     0.100     0.985     0.078       67.998
     7.31     2.014     4.035     2.004     0.100     0.986     0.078       67.746
     7.32     2.012     4.033     2.004     0.100     0.986     0.078       68.066
     7.33     2.011     4.036     2.007     0.100     0.988     0.078       68.349
     7.34     2.009     4.040     2.011     0.100     0.992     0.078       68.545
     7.35     2.006     4.038     2.013     0.100     0.993     0.077       68.784
     7.36     2.002     4.035     2.016     0.100     0.995     0.078       68.555
     7.37     2.000     4.033     2.016     0.100     0.995     0.078       68.879
     7.38     1.999     4.037     2.019     0.100     0.997     0.077       69.192
     7.39     1.997     4.039     2.023     0.100     1.000     0.077       69.383
     7.40     1.994     4.039     2.026     0.100     1.002     0.077       69.645
     7.41     1.989     4.035     2.029     0.100     1.003     0.077       69.401
     7.42     1.988     4.033     2.029     0.100     1.004     0.077       69.740
     7.43     1.986     4.036     2.032     0.100     1.006     0.077       70.047
     7.44     1.985     4.040     2.036     0.100     1.009     0.077       70.265
     7.45     1.981     4.038     2.038     0.100     1.011     0.077       70.526
     7.46     1.977     4.035     2.041     0.100     1.013     0.077       70.303
     7.47     1.975     4.033     2.042     0.100     1.013     0.077       70.654
     7.48     1.974     4.037     2.045     0.100     1.015     0.077       70.992
     7.49     1.972     4.039     2.049     0.100     1.018     0.076       71.206
     7.50     1.969     4.039     2.051     0.100     1.021     0.076       71.495
     7.51     1.964     4.035     2.055     0.100     1.022     0.076       71.263
     7.52     1.962     4.033     2.055     0.100     1.022     0.076       71.639
     7.53     1.961     4.036     2.058     0.100     1.025     0.076       71.975
     7.54     1.959     4.040     2.062     0.100     1.028     0.076       72.210
     7.55     1.956     4.038     2.065     0.100     1.030     0.076       72.496
     7.56     1.951     4.035     2.068     0.100     1.032     0.076       72.274
     7.57     1.949     4.032     2.069     0.100     1.032     0.076       72.654
     7.58     1.948     4.037     2.072     0.100     1.035     0.076       73.022
     7.59     1.946     4.040     2.076     0.100     1.038     0.075       73.264
     7.60     1.943     4.039     2.079     0.100     1.040     0.075       73.581
     7.61     1.938     4.035     2.082     0.100     1.042     0.075       73.365
     7.62     1.936     4.033     2.083     0.100     1.042     0.075       73.781
     7.63     1.935     4.037     2.086     0.100     1.045     0.075       74.156
     7.64     1.933     4.040     2.090     0.100     1.049     0.075       74.417
     7.65     1.929     4.038     2.093     0.100     1.051     0.074       74.739
     7.66     1.925     4.035     2.097     0.100     1.053     0.074       74.532
     7.67     1.923     4.033     2.097     0.100     1.053     0.074       74.951
     7.68     1.922     4.037     2.101     0.100     1.056     0.074       75.346
     7.69     1.919     4.040     2.105     0.100     1.059     0.074       75.618
     7.70     1.916     4.039     2.108     0.100     1.062     0.074       75.967
     7.71     1.911     4.035     2.112     0.100     1.064     0.074       75.757
     7.72     1.909     4.033     2.113     0.100     1.064     0.074       76.209
     7.73     1.908     4.037     2.116     0.100     1.067     0.073       76.622
     7.74     1.905     4.040     2.120     0.100     1.071     0.073       76.913
     7.75     1.902     4.038     2.124     0.100     1.073     0.073       77.278
     7.76     1.896     4.035     2.128     0.100     1.075     0.073       77.086
     7.77     1.895     4.032     2.128     0.100     1.076     0.073       77.555
     7.78     1.893     4.037     2.132     0.100     1.079     0.073       77.991
     7.79     1.891     4.040     2.137     0.100     1.083     0.072       78.305
     7.80     1.887     4.039     2.140     0.100     1.085     0.072       78.695
     7.81     1.882     4.035     2.144     0.100     1.087     0.072       78.500
     7.82     1.880     4.032     2.145     0.100     1.088     0.072       78.999
     7.83     1.879     4.037     2.149     0.100     1.091     0.072       79.462
     7.84     1.876     4.040     2.154     0.100     1.095     0.071       79.795
     7.85     1.872     4.038     2.157     0.100     1.098     0.071       80.209
     7.86     1.867     4.035     2.162     0.100     1.100     0.071       80.027
     7.87     1.865     4.032     2.162     0.100     1.101     0.071       80.550
     7.88     1.863     4.037     2.167     0.100     1.104     0.071       81.044
     7.89     1.860     4.040     2.172     0.100     1.109     0.070       81.401
     7.90     1.857     4.039     2.175     0.100     1.112     0.070       81.836
     7.91     1.851     4.035     2.180     0.100     1.114     0.070       81.655
     7.92     1.849     4.032     2.181     0.100     1.115     0.070       82.207
     7.93     1.847     4.037     2.185     0.100     1.118     0.069       82.727
     7.94     1.845     4.041     2.191     0.100     1.123     0.069       83.115
     7.95     1.840     4.039     2.195     0.100     1.126     0.069       83.594
     7.96     1.834     4.035     2.200     0.100     1.129     0.069       83.430
     7.97     1.832     4.032     2.201     0.100     1.129     0.069       84.027
     7.98     1.831     4.037     2.205     0.100     1.133     0.068       84.586
     7.99     1.828     4.041     2.211     0.100     1.138     0.068       85.001
     8.00     1.823     4.039     2.215     0.100     1.141     0.067       85.514
     8.01     1.817     4.034     2.220     0.100     1.144     0.067       85.355
     8.02     1.815     4.032     2.222     0.100     1.145     0.067       85.980
     8.03     1.813     4.037     2.226     0.100     1.149     0.067       86.572
     8.04     1.810     4.041     2.232     0.100     1.154     0.066       87.020
     8.05     1.805     4.039     2.237     0.100     1.157     0.066       87.574
     8.06     1.799     4.035     2.243     0.100     1.161     0.066       87.439
     8.07     1.797     4.032     2.244     0.100     1.161     0.066       88.122
     8.08     1.795     4.037     2.249     0.100     1.166     0.065       88.765
     8.09     1.791     4.041     2.256     0.100     1.171     0.065       89.256
     8.10     1.787     4.039     2.261     0.100     1.175     0.064       89.856
     8.11     1.780     4.034     2.267     0.100     1.178     0.064       89.736
     8.12     1.777     4.031     2.268     0.100     1.179     0.064       90.473
     8.13     1.775     4.037     2.274     0.100     1.184     0.064       91.164
     8.14     1.772     4.041     2.281     0.100     1.190     0.063       91.696
     8.15     1.767     4.039     2.286     0.100     1.194     0.063       92.356
     8.16     1.760     4.034     2.293     0.100     1.198     0.062       92.264
     8.17     1.757     4.031     2.294     0.100     1.199     0.062       93.067
     8.18     1.755     4.037     2.300     0.100     1.204     0.062       93.825
     8.19     1.751     4.041     2.308     0.100     1.210     0.061       94.421
     8.20     1.746     4.039     2.314     0.100     1.214     0.061       95.146
     8.21     1.738     4.034     2.321     0.100     1.219     0.061       95.087
     8.22     1.735     4.031     2.323     0.100     1.220     0.060       95.959
     8.23     1.733     4.037     2.329     0.100     1.225     0.060       96.789
     8.24     1.729     4.042     2.338     0.100     1.232     0.059       97.467
     8.25     1.723     4.039     2.344     0.100     1.237     0.058       98.289
     8.26     1.716     4.034     2.352     0.100     1.241     0.058       98.283
     8.27     1.712     4.031     2.354     0.100     1.243     0.058       99.270
     8.28     1.710     4.037     2.361     0.100     1.249     0.057      100.198
     8.29     1.706     4.042     2.370     0.100     1.256     0.057      100.939
     8.30     1.699     4.039     2.377     0.100     1.261     0.056      101.830
     8.31     1.691     4.034     2.386     0.100     1.266     0.056      101.855
     8.32     1.687     4.030     2.389     0.101     1.268     0.055      102.920
     8.33     1.684     4.036     2.396     0.100     1.275     0.055      103.954
     8.34     1.680     4.043     2.406     0.100     1.283     0.054      104.852
     8.35     1.674     4.040     2.414     0.100     1.289     0.053      105.962
     8.36     1.665     4.035     2.423     0.100     1.294     0.053      106.184
     8.37     1.661     4.030     2.426     0.101     1.296     0.052      107.501
     8.38     1.659     4.037     2.434     0.100     1.303     0.052      108.726
     8.39     1.653     4.042     2.445     0.100     1.311     0.051      109.679
     8.40     1.645     4.039     2.455     0.100     1.318     0.050      110.781
     8.41     1.634     4.032     2.467     0.100     1.325     0.050      110.877
     8.42     1.630     4.028     2.472     0.101     1.328     0.049      112.201
