    Depth        Gy       GyE       RBE        SL     Gy^-1     Gy^-2 LETm(keV/um)
    11.12     2.642     3.917     1.482     0.110     0.636     0.075       32.151
    11.13     2.654     3.947     1.487     0.107     0.641     0.075       32.961
    11.14     2.665     3.975     1.491     0.105     0.646     0.075       33.803
    11.15     2.677     4.002     1.495     0.103     0.651     0.074       34.676
    11.16     2.681     4.015     1.497     0.102     0.654     0.074       35.018
    11.17     2.686     4.028     1.500     0.101     0.656     0.074       35.361
    11.18     2.690     4.040     1.502     0.100     0.659     0.074       35.704
    11.19     2.694     4.053     1.504     0.099     0.661     0.074       36.050
    11.20     2.699     4.065     1.506     0.098     0.664     0.073       36.396
    11.21     2.693     4.060     1.507     0.098     0.664     0.074       35.924
    11.22     2.688     4.054     1.508     0.099     0.663     0.074       35.517
    11.23     2.682     4.046     1.508     0.099     0.663     0.074       35.176
    11.24     2.677     4.037     1.508     0.100     0.662     0.074       34.899
    11.25     2.671     4.026     1.507     0.101     0.660     0.074       34.689
    11.26     2.671     4.031     1.509     0.100     0.661     0.074       34.555
    11.27     2.671     4.033     1.510     0.100     0.662     0.074       34.538
    11.28     2.671     4.033     1.510     0.100     0.662     0.074       34.639
    11.29     2.671     4.030     1.509     0.101     0.661     0.074       34.857
    11.30     2.671     4.026     1.507     0.101     0.660     0.074       35.194
    11.31     2.672     4.030     1.508     0.101     0.661     0.074       35.245
    11.32     2.673     4.034     1.509     0.100     0.662     0.074       35.333
    11.33     2.674     4.037     1.510     0.100     0.663     0.074       35.459
    11.34     2.675     4.040     1.511     0.100     0.663     0.074       35.622
    11.35     2.675     4.042     1.511     0.100     0.664     0.074       35.823
    11.36     2.673     4.043     1.513     0.099     0.665     0.074       35.572
    11.37     2.671     4.043     1.514     0.100     0.665     0.074       35.395
    11.38     2.669     4.040     1.514     0.100     0.665     0.074       35.290
    11.39     2.666     4.036     1.514     0.100     0.665     0.074       35.259
    11.40     2.664     4.030     1.513     0.100     0.664     0.074       35.302
    11.41     2.664     4.034     1.515     0.100     0.665     0.075       35.191
    11.42     2.663     4.036     1.515     0.100     0.666     0.075       35.165
    11.43     2.663     4.036     1.516     0.100     0.666     0.075       35.225
    11.44     2.663     4.035     1.515     0.100     0.666     0.075       35.370
    11.45     2.662     4.032     1.515     0.100     0.665     0.074       35.600
    11.46     2.662     4.035     1.516     0.100     0.666     0.075       35.527
    11.47     2.662     4.037     1.517     0.100     0.667     0.075       35.513
    11.48     2.661     4.038     1.517     0.100     0.667     0.075       35.559
    11.49     2.661     4.038     1.517     0.100     0.667     0.075       35.664
    11.50     2.661     4.037     1.517     0.100     0.667     0.074       35.828
    11.51     2.659     4.039     1.519     0.100     0.668     0.075       35.660
    11.52     2.658     4.040     1.520     0.100     0.669     0.075       35.566
    11.53     2.657     4.039     1.520     0.100     0.669     0.075       35.546
    11.54     2.655     4.036     1.520     0.100     0.669     0.075       35.599
    11.55     2.654     4.032     1.519     0.100     0.668     0.075       35.726
    11.56     2.653     4.036     1.521     0.100     0.669     0.075       35.608
    11.57     2.653     4.037     1.522     0.100     0.670     0.075       35.565
    11.58     2.652     4.037     1.522     0.100     0.670     0.075       35.597
    11.59     2.651     4.036     1.522     0.100     0.670     0.075       35.706
    11.60     2.651     4.033     1.522     0.100     0.670     0.075       35.890
    11.61     2.650     4.036     1.523     0.100     0.671     0.075       35.785
    11.62     2.649     4.038     1.524     0.100     0.671     0.075       35.749
    11.63     2.649     4.038     1.525     0.100     0.671     0.075       35.781
    11.64     2.648     4.037     1.524     0.100     0.671     0.075       35.881
    11.65     2.648     4.035     1.524     0.100     0.671     0.075       36.050
    11.66     2.647     4.038     1.526     0.100     0.672     0.075       35.910
    11.67     2.646     4.039     1.527     0.100     0.673     0.075       35.843
    11.68     2.645     4.038     1.527     0.100     0.673     0.075       35.849
    11.69     2.644     4.036     1.527     0.100     0.673     0.075       35.926
    11.70     2.643     4.033     1.526     0.100     0.672     0.075       36.076
    11.71     2.642     4.036     1.528     0.100     0.673     0.075       35.950
    11.72     2.641     4.038     1.529     0.100     0.674     0.075       35.898
    11.73     2.640     4.038     1.529     0.100     0.674     0.075       35.920
    11.74     2.639     4.036     1.529     0.100     0.674     0.075       36.016
    11.75     2.638     4.033     1.529     0.100     0.674     0.075       36.187
    11.76     2.638     4.036     1.530     0.100     0.675     0.075       36.070
    11.77     2.637     4.038     1.531     0.100     0.675     0.075       36.025
    11.78     2.636     4.038     1.532     0.100     0.676     0.075       36.052
    11.79     2.636     4.036     1.531     0.100     0.676     0.075       36.150
    11.80     2.635     4.034     1.531     0.100     0.675     0.075       36.320
    11.81     2.634     4.037     1.533     0.100     0.676     0.075       36.192
    11.82     2.633     4.038     1.534     0.100     0.677     0.075       36.136
    11.83     2.632     4.038     1.534     0.100     0.677     0.075       36.152
    11.84     2.631     4.036     1.534     0.100     0.677     0.075       36.241
    11.85     2.631     4.034     1.533     0.100     0.677     0.075       36.402
    11.86     2.630     4.037     1.535     0.100     0.678     0.075       36.275
    11.87     2.629     4.038     1.536     0.100     0.678     0.075       36.221
    11.88     2.628     4.038     1.536     0.100     0.679     0.075       36.241
    11.89     2.627     4.036     1.536     0.100     0.678     0.075       36.335
    11.90     2.626     4.033     1.536     0.100     0.678     0.075       36.503
    11.91     2.625     4.036     1.537     0.100     0.679     0.075       36.381
    11.92     2.625     4.038     1.538     0.100     0.680     0.075       36.332
    11.93     2.624     4.038     1.539     0.100     0.680     0.075       36.356
    11.94     2.623     4.036     1.539     0.100     0.680     0.075       36.454
    11.95     2.622     4.034     1.538     0.100     0.680     0.075       36.624
    11.96     2.621     4.037     1.540     0.100     0.681     0.075       36.496
    11.97     2.621     4.038     1.541     0.100     0.681     0.075       36.441
    11.98     2.620     4.038     1.541     0.100     0.682     0.075       36.459
    11.99     2.619     4.036     1.541     0.100     0.681     0.075       36.550
    12.00     2.618     4.034     1.541     0.100     0.681     0.075       36.715
    12.01     2.618     4.037     1.542     0.100     0.682     0.076       36.587
    12.02     2.617     4.038     1.543     0.100     0.683     0.076       36.533
    12.03     2.616     4.038     1.544     0.100     0.683     0.076       36.554
    12.04     2.615     4.036     1.544     0.100     0.683     0.076       36.648
    12.05     2.614     4.034     1.543     0.100     0.683     0.076       36.818
    12.06     2.613     4.037     1.545     0.100     0.684     0.076       36.693
    12.07     2.612     4.038     1.546     0.100     0.684     0.076       36.643
    12.08     2.611     4.038     1.546     0.100     0.685     0.076       36.666
    12.09     2.611     4.036     1.546     0.100     0.684     0.076       36.764
    12.10     2.610     4.034     1.546     0.100     0.684     0.076       36.936
    12.11     2.609     4.037     1.547     0.100     0.685     0.076       36.810
    12.12     2.608     4.038     1.548     0.100     0.686     0.076       36.759
    12.13     2.607     4.038     1.549     0.100     0.686     0.076       36.781
    12.14     2.606     4.036     1.549     0.100     0.686     0.076       36.878
    12.15     2.605     4.034     1.548     0.100     0.686     0.076       37.050
    12.16     2.604     4.037     1.550     0.100     0.687     0.076       36.923
    12.17     2.604     4.038     1.551     0.100     0.687     0.076       36.870
    12.18     2.603     4.038     1.551     0.100     0.688     0.076       36.893
    12.19     2.602     4.036     1.551     0.100     0.688     0.076       36.990
    12.20     2.601     4.034     1.551     0.100     0.687     0.076       37.162
    12.21     2.600     4.037     1.553     0.100     0.688     0.076       37.036
    12.22     2.599     4.038     1.554     0.100     0.689     0.076       36.984
    12.23     2.598     4.038     1.554     0.100     0.689     0.076       37.008
    12.24     2.597     4.036     1.554     0.100     0.689     0.076       37.106
    12.25     2.596     4.034     1.554     0.100     0.689     0.076       37.280
    12.26     2.596     4.037     1.555     0.100     0.690     0.076       37.153
    12.27     2.595     4.038     1.556     0.100     0.691     0.076       37.101
    12.28     2.594     4.038     1.557     0.100     0.691     0.076       37.124
    12.29     2.593     4.036     1.557     0.100     0.691     0.076       37.222
    12.30     2.592     4.034     1.556     0.100     0.691     0.076       37.396
    12.31     2.591     4.037     1.558     0.100     0.692     0.076       37.269
    12.32     2.590     4.038     1.559     0.100     0.692     0.076       37.218
    12.33     2.589     4.038     1.559     0.100     0.693     0.076       37.243
    12.34     2.588     4.036     1.559     0.100     0.693     0.076       37.343
    12.35     2.587     4.034     1.559     0.100     0.692     0.076       37.519
    12.36     2.587     4.037     1.561     0.100     0.693     0.076       37.391
    12.37     2.586     4.038     1.562     0.100     0.694     0.076       37.339
    12.38     2.585     4.038     1.562     0.100     0.694     0.076       37.363
    12.39     2.584     4.036     1.562     0.100     0.694     0.076       37.463
    12.40     2.583     4.034     1.562     0.100     0.694     0.076       37.639
    12.41     2.582     4.037     1.563     0.100     0.695     0.076       37.511
    12.42     2.581     4.038     1.564     0.100     0.696     0.076       37.458
    12.43     2.580     4.038     1.565     0.100     0.696     0.076       37.482
    12.44     2.579     4.036     1.565     0.100     0.696     0.076       37.582
    12.45     2.578     4.034     1.564     0.100     0.696     0.076       37.759
    12.46     2.577     4.037     1.566     0.100     0.697     0.076       37.631
    12.47     2.577     4.038     1.567     0.100     0.697     0.076       37.580
    12.48     2.576     4.038     1.568     0.100     0.698     0.076       37.606
    12.49     2.575     4.036     1.568     0.100     0.698     0.076       37.708
    12.50     2.574     4.034     1.567     0.100     0.697     0.076       37.887
    12.51     2.573     4.037     1.569     0.100     0.698     0.076       37.759
    12.52     2.572     4.038     1.570     0.100     0.699     0.076       37.708
    12.53     2.571     4.038     1.571     0.100     0.699     0.076       37.734
    12.54     2.570     4.036     1.570     0.100     0.699     0.076       37.836
    12.55     2.569     4.034     1.570     0.100     0.699     0.076       38.016
    12.56     2.568     4.037     1.572     0.100     0.700     0.076       37.884
    12.57     2.567     4.038     1.573     0.100     0.701     0.077       37.829
    12.58     2.567     4.038     1.573     0.100     0.701     0.077       37.851
    12.59     2.566     4.036     1.573     0.100     0.701     0.077       37.951
    12.60     2.565     4.034     1.573     0.100     0.701     0.077       38.128
    12.61     2.564     4.037     1.574     0.100     0.702     0.077       37.999
    12.62     2.563     4.038     1.576     0.100     0.703     0.077       37.947
    12.63     2.562     4.038     1.576     0.100     0.703     0.077       37.973
    12.64     2.561     4.036     1.576     0.100     0.703     0.077       38.077
    12.65     2.560     4.034     1.576     0.100     0.702     0.077       38.259
    12.66     2.559     4.037     1.577     0.100     0.704     0.077       38.130
    12.67     2.558     4.038     1.579     0.100     0.704     0.077       38.080
    12.68     2.557     4.038     1.579     0.100     0.705     0.077       38.107
    12.69     2.556     4.036     1.579     0.100     0.705     0.077       38.213
    12.70     2.555     4.034     1.579     0.100     0.704     0.077       38.396
    12.71     2.554     4.037     1.580     0.100     0.705     0.077       38.267
    12.72     2.553     4.038     1.582     0.100     0.706     0.077       38.216
    12.73     2.552     4.038     1.582     0.100     0.707     0.077       38.243
    12.74     2.551     4.036     1.582     0.100     0.706     0.077       38.349
    12.75     2.550     4.034     1.582     0.100     0.706     0.077       38.533
    12.76     2.549     4.037     1.583     0.100     0.707     0.077       38.402
    12.77     2.548     4.038     1.585     0.100     0.708     0.077       38.351
    12.78     2.547     4.038     1.585     0.100     0.708     0.077       38.378
    12.79     2.546     4.036     1.585     0.100     0.708     0.077       38.485
    12.80     2.545     4.034     1.585     0.100     0.708     0.077       38.670
    12.81     2.544     4.037     1.587     0.100     0.709     0.077       38.540
    12.82     2.543     4.038     1.588     0.100     0.710     0.077       38.489
    12.83     2.542     4.038     1.588     0.100     0.710     0.077       38.517
    12.84     2.541     4.036     1.588     0.100     0.710     0.077       38.625
    12.85     2.540     4.034     1.588     0.100     0.710     0.077       38.812
    12.86     2.539     4.037     1.590     0.100     0.711     0.077       38.681
    12.87     2.538     4.038     1.591     0.100     0.712     0.077       38.629
    12.88     2.537     4.038     1.591     0.100     0.712     0.077       38.657
    12.89     2.536     4.036     1.591     0.100     0.712     0.077       38.765
    12.90     2.535     4.034     1.591     0.100     0.712     0.077       38.952
    12.91     2.534     4.037     1.593     0.100     0.713     0.077       38.821
    12.92     2.533     4.038     1.594     0.100     0.714     0.077       38.771
    12.93     2.532     4.038     1.595     0.100     0.714     0.077       38.800
    12.94     2.531     4.036     1.595     0.100     0.714     0.077       38.910
    12.95     2.530     4.034     1.594     0.100     0.714     0.077       39.100
    12.96     2.529     4.037     1.596     0.100     0.715     0.077       38.968
    12.97     2.528     4.038     1.597     0.100     0.716     0.077       38.916
    12.98     2.527     4.038     1.598     0.100     0.716     0.077       38.945
    12.99     2.526     4.036     1.598     0.100     0.716     0.077       39.055
    13.00     2.525     4.034     1.597     0.100     0.716     0.077       39.245
    13.01     2.524     4.037     1.599     0.100     0.717     0.077       39.112
    13.02     2.523     4.038     1.601     0.100     0.718     0.077       39.059
    13.03     2.522     4.038     1.601     0.100     0.718     0.077       39.088
    13.04     2.521     4.036     1.601     0.100     0.718     0.077       39.198
    13.05     2.520     4.034     1.601     0.100     0.718     0.077       39.389
    13.06     2.519     4.037     1.603     0.100     0.719     0.077       39.257
    13.07     2.518     4.038     1.604     0.100     0.720     0.078       39.207
    13.08     2.517     4.038     1.604     0.100     0.720     0.078       39.238
    13.09     2.516     4.036     1.604     0.100     0.720     0.078       39.351
    13.10     2.515     4.034     1.604     0.100     0.720     0.077       39.545
    13.11     2.514     4.037     1.606     0.100     0.721     0.078       39.413
    13.12     2.513     4.038     1.607     0.100     0.722     0.078       39.362
    13.13     2.512     4.038     1.608     0.100     0.722     0.078       39.393
    13.14     2.510     4.036     1.608     0.100     0.722     0.078       39.506
    13.15     2.509     4.033     1.607     0.100     0.722     0.078       39.700
    13.16     2.508     4.037     1.609     0.100     0.723     0.078       39.563
    13.17     2.507     4.038     1.610     0.100     0.724     0.078       39.508
    13.18     2.506     4.038     1.611     0.100     0.724     0.078       39.535
    13.19     2.505     4.036     1.611     0.100     0.724     0.078       39.645
    13.20     2.505     4.034     1.611     0.100     0.724     0.078       39.838
    13.21     2.503     4.037     1.613     0.100     0.725     0.078       39.703
    13.22     2.502     4.038     1.614     0.100     0.726     0.078       39.651
    13.23     2.501     4.038     1.614     0.100     0.726     0.078       39.682
    13.24     2.500     4.036     1.614     0.100     0.726     0.078       39.797
    13.25     2.499     4.033     1.614     0.100     0.726     0.078       39.995
    13.26     2.498     4.037     1.616     0.100     0.727     0.078       39.862
    13.27     2.497     4.038     1.617     0.100     0.728     0.078       39.812
    13.28     2.496     4.038     1.618     0.100     0.729     0.078       39.845
    13.29     2.495     4.036     1.618     0.100     0.729     0.078       39.962
    13.30     2.493     4.034     1.618     0.100     0.728     0.078       40.162
    13.31     2.492     4.037     1.620     0.100     0.730     0.078       40.028
    13.32     2.491     4.038     1.621     0.100     0.730     0.078       39.977
    13.33     2.490     4.038     1.622     0.100     0.731     0.078       40.010
    13.34     2.489     4.036     1.622     0.100     0.731     0.078       40.127
    13.35     2.488     4.033     1.621     0.100     0.731     0.078       40.328
    13.36     2.487     4.037     1.623     0.100     0.732     0.078       40.192
    13.37     2.485     4.038     1.625     0.100     0.733     0.078       40.140
    13.38     2.484     4.038     1.625     0.100     0.733     0.078       40.173
    13.39     2.483     4.036     1.625     0.100     0.733     0.078       40.291
    13.40     2.482     4.034     1.625     0.100     0.733     0.078       40.494
    13.41     2.481     4.037     1.627     0.100     0.734     0.078       40.358
    13.42     2.480     4.038     1.628     0.100     0.735     0.078       40.307
    13.43     2.479     4.038     1.629     0.100     0.735     0.078       40.341
    13.44     2.477     4.036     1.629     0.100     0.735     0.078       40.460
    13.45     2.476     4.033     1.629     0.100     0.735     0.078       40.665
    13.46     2.475     4.037     1.631     0.100     0.737     0.078       40.528
    13.47     2.474     4.038     1.632     0.100     0.737     0.078       40.477
    13.48     2.473     4.038     1.633     0.100     0.738     0.078       40.511
    13.49     2.472     4.036     1.633     0.100     0.738     0.078       40.631
    13.50     2.471     4.034     1.633     0.100     0.738     0.078       40.837
    13.51     2.469     4.037     1.635     0.100     0.739     0.078       40.700
    13.52     2.468     4.038     1.636     0.100     0.740     0.078       40.649
    13.53     2.467     4.038     1.637     0.100     0.740     0.079       40.685
    13.54     2.466     4.036     1.637     0.100     0.740     0.078       40.807
    13.55     2.464     4.033     1.637     0.100     0.740     0.078       41.015
    13.56     2.463     4.037     1.639     0.100     0.741     0.079       40.877
    13.57     2.462     4.038     1.640     0.100     0.742     0.079       40.825
    13.58     2.461     4.038     1.641     0.100     0.743     0.079       40.859
    13.59     2.460     4.036     1.641     0.100     0.743     0.079       40.981
    13.60     2.459     4.034     1.640     0.100     0.742     0.079       41.190
    13.61     2.458     4.037     1.643     0.100     0.744     0.079       41.050
    13.62     2.456     4.038     1.644     0.100     0.745     0.079       40.997
    13.63     2.455     4.038     1.645     0.100     0.745     0.079       41.032
    13.64     2.454     4.036     1.645     0.100     0.745     0.079       41.155
    13.65     2.453     4.033     1.645     0.100     0.745     0.079       41.365
    13.66     2.451     4.037     1.647     0.100     0.746     0.079       41.226
    13.67     2.450     4.038     1.648     0.100     0.747     0.079       41.176
    13.68     2.449     4.038     1.649     0.100     0.748     0.079       41.214
    13.69     2.448     4.036     1.649     0.100     0.748     0.079       41.339
    13.70     2.447     4.034     1.649     0.100     0.747     0.079       41.553
    13.71     2.445     4.037     1.651     0.100     0.749     0.079       41.413
    13.72     2.444     4.038     1.652     0.100     0.750     0.079       41.362
    13.73     2.443     4.038     1.653     0.100     0.750     0.079       41.399
    13.74     2.441     4.036     1.653     0.100     0.750     0.079       41.524
    13.75     2.440     4.033     1.653     0.100     0.750     0.079       41.738
    13.76     2.439     4.037     1.655     0.100     0.751     0.079       41.594
    13.77     2.438     4.038     1.656     0.100     0.752     0.079       41.538
    13.78     2.437     4.038     1.657     0.100     0.753     0.079       41.572
    13.79     2.436     4.036     1.657     0.100     0.753     0.079       41.695
    13.80     2.435     4.034     1.657     0.100     0.752     0.079       41.907
    13.81     2.433     4.037     1.659     0.100     0.754     0.079       41.765
    13.82     2.432     4.038     1.661     0.100     0.755     0.079       41.712
    13.83     2.430     4.038     1.661     0.100     0.755     0.079       41.750
    13.84     2.429     4.036     1.662     0.100     0.755     0.079       41.878
    13.85     2.428     4.033     1.661     0.100     0.755     0.079       42.096
    13.86     2.426     4.037     1.664     0.100     0.757     0.079       41.955
    13.87     2.425     4.038     1.665     0.100     0.758     0.079       41.905
    13.88     2.424     4.038     1.666     0.100     0.758     0.079       41.945
    13.89     2.423     4.036     1.666     0.100     0.758     0.079       42.076
    13.90     2.421     4.034     1.666     0.100     0.758     0.079       42.297
    13.91     2.420     4.037     1.668     0.100     0.759     0.079       42.155
    13.92     2.419     4.038     1.670     0.100     0.760     0.079       42.103
    13.93     2.417     4.038     1.671     0.100     0.761     0.079       42.143
    13.94     2.416     4.036     1.671     0.100     0.761     0.079       42.274
    13.95     2.414     4.033     1.670     0.100     0.761     0.079       42.496
    13.96     2.413     4.037     1.673     0.100     0.762     0.080       42.353
    13.97     2.412     4.038     1.674     0.100     0.763     0.080       42.301
    13.98     2.411     4.038     1.675     0.100     0.764     0.080       42.342
    13.99     2.409     4.036     1.675     0.100     0.764     0.080       42.474
    14.00     2.408     4.034     1.675     0.100     0.764     0.080       42.698
    14.01     2.406     4.037     1.677     0.100     0.765     0.080       42.554
    14.02     2.405     4.038     1.679     0.100     0.766     0.080       42.502
    14.03     2.404     4.038     1.680     0.100     0.767     0.080       42.542
    14.04     2.402     4.036     1.680     0.100     0.767     0.080       42.674
    14.05     2.401     4.033     1.680     0.100     0.767     0.080       42.900
    14.06     2.399     4.037     1.682     0.100     0.768     0.080       42.755
    14.07     2.398     4.038     1.684     0.100     0.769     0.080       42.704
    14.08     2.397     4.038     1.685     0.100     0.770     0.080       42.745
    14.09     2.395     4.036     1.685     0.100     0.770     0.080       42.880
    14.10     2.394     4.034     1.685     0.100     0.770     0.080       43.109
    14.11     2.393     4.037     1.687     0.100     0.771     0.080       42.964
    14.12     2.391     4.038     1.689     0.100     0.772     0.080       42.912
    14.13     2.390     4.038     1.690     0.100     0.773     0.080       42.954
    14.14     2.388     4.036     1.690     0.100     0.773     0.080       43.091
    14.15     2.387     4.033     1.690     0.100     0.773     0.080       43.321
    14.16     2.385     4.036     1.692     0.100     0.774     0.080       43.174
    14.17     2.384     4.038     1.694     0.100     0.775     0.080       43.121
    14.18     2.383     4.038     1.695     0.100     0.776     0.080       43.163
    14.19     2.381     4.036     1.695     0.100     0.776     0.080       43.299
    14.20     2.380     4.034     1.695     0.100     0.776     0.080       43.530
    14.21     2.378     4.037     1.697     0.100     0.777     0.080       43.380
    14.22     2.377     4.038     1.699     0.100     0.779     0.080       43.326
    14.23     2.375     4.038     1.700     0.100     0.779     0.080       43.367
    14.24     2.374     4.036     1.700     0.100     0.779     0.080       43.503
    14.25     2.372     4.033     1.700     0.100     0.779     0.080       43.735
    14.26     2.371     4.037     1.703     0.100     0.781     0.080       43.589
    14.27     2.369     4.038     1.704     0.100     0.782     0.080       43.539
    14.28     2.368     4.038     1.705     0.100     0.782     0.080       43.585
    14.29     2.367     4.036     1.706     0.100     0.783     0.080       43.727
    14.30     2.365     4.034     1.705     0.100     0.782     0.080       43.966
    14.31     2.364     4.037     1.708     0.100     0.784     0.081       43.816
    14.32     2.362     4.038     1.710     0.100     0.785     0.081       43.763
    14.33     2.360     4.038     1.711     0.100     0.786     0.081       43.805
    14.34     2.359     4.036     1.711     0.100     0.786     0.081       43.944
    14.35     2.357     4.033     1.711     0.100     0.786     0.081       44.180
    14.36     2.356     4.036     1.713     0.100     0.787     0.081       44.026
    14.37     2.354     4.038     1.715     0.100     0.788     0.081       43.968
    14.38     2.353     4.038     1.716     0.100     0.789     0.081       44.008
    14.39     2.352     4.037     1.716     0.100     0.789     0.081       44.145
    14.40     2.350     4.034     1.716     0.100     0.789     0.081       44.381
    14.41     2.349     4.037     1.719     0.100     0.791     0.081       44.228
    14.42     2.347     4.039     1.721     0.100     0.792     0.081       44.173
    14.43     2.345     4.038     1.722     0.100     0.792     0.081       44.217
    14.44     2.344     4.036     1.722     0.100     0.793     0.081       44.359
    14.45     2.342     4.033     1.722     0.100     0.792     0.081       44.600
    14.46     2.341     4.036     1.725     0.100     0.794     0.081       44.452
    14.47     2.339     4.038     1.726     0.100     0.795     0.081       44.402
    14.48     2.337     4.038     1.728     0.100     0.796     0.081       44.451
    14.49     2.336     4.037     1.728     0.100     0.796     0.081       44.598
    14.50     2.334     4.034     1.728     0.100     0.796     0.081       44.844
    14.51     2.333     4.037     1.731     0.100     0.798     0.081       44.691
    14.52     2.331     4.038     1.732     0.100     0.799     0.081       44.636
    14.53     2.329     4.038     1.734     0.100     0.800     0.081       44.681
    14.54     2.328     4.036     1.734     0.100     0.800     0.081       44.825
    14.55     2.326     4.033     1.734     0.100     0.800     0.081       45.069
    14.56     2.324     4.036     1.737     0.100     0.802     0.081       44.918
    14.57     2.323     4.038     1.739     0.100     0.803     0.081       44.867
    14.58     2.321     4.038     1.740     0.100     0.804     0.081       44.916
    14.59     2.320     4.037     1.740     0.100     0.804     0.081       45.066
    14.60     2.318     4.034     1.740     0.100     0.804     0.081       45.316
    14.61     2.316     4.037     1.743     0.100     0.806     0.081       45.163
    14.62     2.315     4.038     1.745     0.100     0.807     0.081       45.110
    14.63     2.313     4.038     1.746     0.100     0.808     0.082       45.158
    14.64     2.311     4.036     1.746     0.100     0.808     0.081       45.307
    14.65     2.309     4.033     1.746     0.100     0.808     0.081       45.557
    14.66     2.308     4.036     1.749     0.100     0.810     0.082       45.404
    14.67     2.306     4.038     1.751     0.100     0.811     0.082       45.352
    14.68     2.305     4.038     1.752     0.100     0.812     0.082       45.402
    14.69     2.303     4.037     1.753     0.100     0.812     0.082       45.553
    14.70     2.301     4.034     1.753     0.100     0.812     0.082       45.806
    14.71     2.300     4.037     1.756     0.100     0.814     0.082       45.649
    14.72     2.298     4.039     1.758     0.100     0.815     0.082       45.594
    14.73     2.296     4.038     1.759     0.100     0.816     0.082       45.642
    14.74     2.294     4.036     1.759     0.100     0.816     0.082       45.793
    14.75     2.292     4.033     1.759     0.100     0.816     0.082       46.047
    14.76     2.291     4.036     1.762     0.100     0.818     0.082       45.894
    14.77     2.289     4.038     1.764     0.100     0.819     0.082       45.845
    14.78     2.288     4.038     1.765     0.100     0.820     0.082       45.900
    14.79     2.286     4.037     1.766     0.100     0.820     0.082       46.058
    14.80     2.284     4.034     1.766     0.100     0.820     0.082       46.320
    14.81     2.283     4.037     1.769     0.100     0.822     0.082       46.163
    14.82     2.281     4.039     1.771     0.100     0.823     0.082       46.110
    14.83     2.279     4.038     1.772     0.100     0.824     0.082       46.161
    14.84     2.277     4.036     1.772     0.100     0.824     0.082       46.315
    14.85     2.275     4.032     1.772     0.100     0.824     0.082       46.575
    14.86     2.274     4.036     1.775     0.100     0.826     0.082       46.418
    14.87     2.272     4.038     1.777     0.100     0.828     0.082       46.366
    14.88     2.270     4.038     1.779     0.100     0.829     0.082       46.420
    14.89     2.268     4.037     1.780     0.100     0.829     0.082       46.579
    14.90     2.267     4.034     1.780     0.100     0.829     0.082       46.843
    14.91     2.265     4.037     1.783     0.100     0.831     0.082       46.683
    14.92     2.263     4.039     1.785     0.100     0.832     0.082       46.629
    14.93     2.261     4.038     1.786     0.100     0.833     0.082       46.682
    14.94     2.259     4.036     1.786     0.100     0.833     0.082       46.841
    14.95     2.258     4.032     1.786     0.100     0.833     0.082       47.107
    14.96     2.256     4.036     1.789     0.100     0.835     0.082       46.952
    14.97     2.254     4.038     1.791     0.100     0.837     0.082       46.903
    14.98     2.253     4.038     1.793     0.100     0.837     0.082       46.961
    14.99     2.251     4.037     1.793     0.100     0.838     0.082       47.127
    15.00     2.250     4.034     1.793     0.100     0.838     0.082       47.399
    15.01     2.248     4.037     1.796     0.100     0.840     0.082       47.242
    15.02     2.246     4.039     1.798     0.100     0.841     0.082       47.193
    15.03     2.244     4.038     1.799     0.100     0.842     0.082       47.251
    15.04     2.242     4.036     1.800     0.100     0.842     0.082       47.417
    15.05     2.240     4.032     1.800     0.100     0.842     0.082       47.691
    15.06     2.239     4.036     1.803     0.100     0.844     0.082       47.536
    15.07     2.237     4.038     1.805     0.100     0.846     0.082       47.489
    15.08     2.235     4.038     1.807     0.100     0.847     0.082       47.552
    15.09     2.233     4.037     1.807     0.100     0.847     0.082       47.724
    15.10     2.232     4.034     1.808     0.100     0.847     0.082       48.006
    15.11     2.230     4.037     1.811     0.100     0.849     0.082       47.849
    15.12     2.228     4.039     1.813     0.100     0.851     0.082       47.802
    15.13     2.226     4.038     1.814     0.100     0.852     0.082       47.866
    15.14     2.224     4.036     1.815     0.100     0.852     0.082       48.040
    15.15     2.222     4.032     1.815     0.100     0.852     0.082       48.325
    15.16     2.220     4.036     1.818     0.100     0.854     0.082       48.171
    15.17     2.218     4.038     1.820     0.100     0.856     0.082       48.129
    15.18     2.217     4.038     1.822     0.100     0.857     0.082       48.198
    15.19     2.215     4.036     1.822     0.100     0.857     0.082       48.379
    15.20     2.213     4.033     1.823     0.100     0.857     0.082       48.672
    15.21     2.211     4.037     1.826     0.100     0.860     0.082       48.514
    15.22     2.209     4.039     1.828     0.100     0.861     0.082       48.469
    15.23     2.207     4.038     1.829     0.100     0.862     0.082       48.537
    15.24     2.206     4.036     1.830     0.100     0.862     0.082       48.718
    15.25     2.204     4.033     1.830     0.100     0.862     0.082       49.013
    15.26     2.202     4.036     1.833     0.100     0.865     0.082       48.859
    15.27     2.200     4.038     1.836     0.100     0.866     0.082       48.818
    15.28     2.198     4.038     1.837     0.100     0.867     0.082       48.892
    15.29     2.196     4.036     1.838     0.100     0.868     0.082       49.081
    15.30     2.195     4.033     1.838     0.100     0.868     0.082       49.385
    15.31     2.193     4.037     1.841     0.100     0.870     0.082       49.227
    15.32     2.191     4.039     1.844     0.100     0.872     0.082       49.185
    15.33     2.189     4.038     1.845     0.100     0.873     0.082       49.260
