    Depth        Gy       GyE       RBE        SL     Gy^-1     Gy^-2 LETm(keV/um)
     9.53     0.114     0.129     1.139     0.957     0.379     0.065       13.482
     9.54     0.113     0.129     1.137     0.957     0.378     0.065       13.396
     9.55     0.113     0.128     1.135     0.957     0.377     0.065       13.343
     9.56     0.113     0.128     1.135     0.958     0.377     0.065       13.342
     9.57     0.112     0.127     1.135     0.958     0.377     0.065       13.337
     9.58     0.112     0.127     1.134     0.958     0.377     0.065       13.320
     9.59     0.112     0.127     1.134     0.958     0.377     0.065       13.304
     9.60     0.111     0.126     1.134     0.958     0.377     0.065       13.302
     9.61     0.111     0.126     1.134     0.958     0.377     0.065       13.288
     9.62     0.111     0.125     1.132     0.959     0.376     0.065       13.226
     9.63     0.110     0.125     1.132     0.959     0.376     0.065       13.242
     9.64     0.110     0.124     1.132     0.959     0.376     0.065       13.237
     9.65     0.110     0.124     1.131     0.959     0.376     0.065       13.188
     9.66     0.109     0.123     1.130     0.959     0.375     0.065       13.163
     9.67     0.109     0.123     1.130     0.959     0.376     0.065       13.174
     9.68     0.108     0.123     1.131     0.959     0.376     0.065       13.207
     9.69     0.108     0.122     1.131     0.959     0.376     0.065       13.179
     9.70     0.108     0.122     1.128     0.960     0.375     0.064       13.084
     9.71     0.107     0.121     1.128     0.960     0.375     0.064       13.091
     9.72     0.107     0.121     1.128     0.960     0.375     0.064       13.080
     9.73     0.107     0.120     1.127     0.960     0.375     0.064       13.052
     9.74     0.106     0.120     1.127     0.960     0.375     0.064       13.038
     9.75     0.106     0.120     1.127     0.960     0.374     0.064       13.026
     9.76     0.106     0.119     1.126     0.961     0.374     0.064       12.993
     9.77     0.105     0.119     1.126     0.961     0.374     0.064       13.018
     9.78     0.105     0.119     1.128     0.961     0.375     0.064       13.076
     9.79     0.105     0.118     1.127     0.961     0.374     0.064       13.015
     9.80     0.104     0.117     1.123     0.961     0.373     0.064       12.894
     9.81     0.104     0.117     1.124     0.961     0.373     0.064       12.911
     9.82     0.104     0.117     1.124     0.961     0.373     0.064       12.934
     9.83     0.103     0.116     1.124     0.961     0.374     0.064       12.932
     9.84     0.103     0.116     1.124     0.962     0.373     0.064       12.913
     9.85     0.103     0.116     1.124     0.962     0.373     0.064       12.906
     9.86     0.102     0.115     1.124     0.962     0.373     0.064       12.899
     9.87     0.102     0.115     1.123     0.962     0.373     0.064       12.878
     9.88     0.102     0.114     1.122     0.962     0.373     0.064       12.835
     9.89     0.101     0.114     1.122     0.962     0.373     0.064       12.809
     9.90     0.101     0.113     1.120     0.962     0.372     0.064       12.767
     9.91     0.101     0.113     1.120     0.963     0.372     0.064       12.767
     9.92     0.100     0.113     1.122     0.963     0.373     0.064       12.836
     9.93     0.100     0.112     1.123     0.963     0.373     0.064       12.861
     9.94     0.100     0.112     1.121     0.963     0.372     0.064       12.767
     9.95     0.099     0.111     1.120     0.963     0.372     0.064       12.723
     9.96     0.099     0.111     1.120     0.963     0.372     0.064       12.734
     9.97     0.099     0.110     1.120     0.963     0.372     0.064       12.739
     9.98     0.098     0.110     1.120     0.963     0.372     0.064       12.748
     9.99     0.098     0.110     1.120     0.964     0.372     0.064       12.737
    10.00     0.098     0.110     1.120     0.964     0.372     0.064       12.726
    10.01     0.097     0.109     1.119     0.964     0.372     0.064       12.705
    10.02     0.097     0.108     1.118     0.964     0.371     0.064       12.647
    10.03     0.097     0.108     1.118     0.964     0.371     0.064       12.642
    10.04     0.096     0.108     1.117     0.964     0.371     0.064       12.621
    10.05     0.096     0.107     1.118     0.964     0.371     0.064       12.624
    10.06     0.096     0.107     1.117     0.965     0.371     0.064       12.612
    10.07     0.095     0.107     1.117     0.965     0.371     0.064       12.617
    10.08     0.095     0.106     1.119     0.965     0.372     0.064       12.682
    10.09     0.095     0.106     1.118     0.965     0.371     0.064       12.646
    10.10     0.095     0.105     1.116     0.965     0.371     0.064       12.552
    10.11     0.094     0.105     1.116     0.965     0.370     0.064       12.550
    10.12     0.094     0.105     1.115     0.965     0.370     0.064       12.538
    10.13     0.093     0.104     1.116     0.965     0.370     0.064       12.547
    10.14     0.093     0.104     1.117     0.966     0.371     0.064       12.572
    10.15     0.093     0.104     1.117     0.966     0.371     0.064       12.572
    10.16     0.092     0.103     1.115     0.966     0.370     0.064       12.515
    10.17     0.092     0.103     1.115     0.966     0.370     0.064       12.509
    10.18     0.092     0.102     1.114     0.966     0.370     0.064       12.478
    10.19     0.092     0.102     1.113     0.966     0.370     0.064       12.425
    10.20     0.091     0.102     1.114     0.966     0.370     0.064       12.453
    10.21     0.091     0.101     1.115     0.966     0.370     0.064       12.492
    10.22     0.091     0.101     1.114     0.967     0.370     0.064       12.487
    10.23     0.090     0.101     1.114     0.967     0.370     0.064       12.443
    10.24     0.090     0.100     1.113     0.967     0.370     0.064       12.413
    10.25     0.090     0.100     1.114     0.967     0.370     0.064       12.443
    10.26     0.089     0.099     1.113     0.967     0.370     0.064       12.419
    10.27     0.089     0.099     1.113     0.967     0.369     0.064       12.404
    10.28     0.089     0.099     1.113     0.967     0.370     0.064       12.425
    10.29     0.088     0.098     1.113     0.967     0.369     0.064       12.396
    10.30     0.088     0.098     1.113     0.968     0.369     0.064       12.392
    10.31     0.088     0.098     1.113     0.968     0.370     0.064       12.415
    10.32     0.087     0.097     1.113     0.968     0.369     0.064       12.407
    10.33     0.087     0.097     1.113     0.968     0.369     0.064       12.380
    10.34     0.087     0.096     1.111     0.968     0.369     0.064       12.282
    10.35     0.087     0.096     1.111     0.968     0.369     0.064       12.293
    10.36     0.086     0.096     1.112     0.968     0.369     0.064       12.373
    10.37     0.086     0.095     1.113     0.968     0.369     0.064       12.390
    10.38     0.085     0.095     1.111     0.969     0.369     0.064       12.297
    10.39     0.085     0.095     1.110     0.969     0.368     0.064       12.247
    10.40     0.085     0.094     1.111     0.969     0.369     0.064       12.304
    10.41     0.084     0.094     1.111     0.969     0.369     0.064       12.312
    10.42     0.084     0.094     1.110     0.969     0.369     0.064       12.276
    10.43     0.084     0.093     1.111     0.969     0.369     0.064       12.287
    10.44     0.084     0.093     1.110     0.969     0.369     0.064       12.254
    10.45     0.083     0.093     1.110     0.969     0.368     0.064       12.217
    10.46     0.083     0.092     1.110     0.969     0.368     0.064       12.256
    10.47     0.083     0.092     1.111     0.970     0.369     0.064       12.303
    10.48     0.082     0.091     1.110     0.970     0.368     0.064       12.251
    10.49     0.082     0.091     1.109     0.970     0.368     0.064       12.169
    10.50     0.082     0.091     1.109     0.970     0.368     0.064       12.193
    10.51     0.081     0.090     1.110     0.970     0.368     0.064       12.226
    10.52     0.081     0.090     1.110     0.970     0.368     0.064       12.249
    10.53     0.081     0.090     1.111     0.970     0.369     0.064       12.264
    10.54     0.081     0.089     1.110     0.970     0.368     0.064       12.209
    10.55     0.080     0.089     1.109     0.970     0.368     0.064       12.199
    10.56     0.080     0.089     1.109     0.971     0.368     0.064       12.183
    10.57     0.080     0.088     1.109     0.971     0.368     0.064       12.167
    10.58     0.079     0.088     1.109     0.971     0.368     0.064       12.202
    10.59     0.079     0.088     1.109     0.971     0.368     0.064       12.188
    10.60     0.079     0.087     1.107     0.971     0.367     0.064       12.090
    10.61     0.078     0.087     1.107     0.971     0.367     0.064       12.076
    10.62     0.078     0.087     1.109     0.971     0.368     0.064       12.201
    10.63     0.078     0.086     1.110     0.971     0.368     0.064       12.218
    10.64     0.078     0.086     1.107     0.972     0.367     0.064       12.053
    10.65     0.077     0.086     1.107     0.972     0.367     0.064       12.062
    10.66     0.077     0.085     1.108     0.972     0.368     0.064       12.124
    10.67     0.077     0.085     1.108     0.972     0.368     0.064       12.112
    10.68     0.076     0.085     1.109     0.972     0.368     0.064       12.155
    10.69     0.076     0.084     1.109     0.972     0.368     0.064       12.145
    10.70     0.076     0.084     1.108     0.972     0.368     0.064       12.098
    10.71     0.075     0.083     1.108     0.972     0.368     0.064       12.109
    10.72     0.075     0.083     1.107     0.972     0.367     0.064       12.089
    10.73     0.075     0.083     1.107     0.973     0.367     0.064       12.056
    10.74     0.075     0.082     1.107     0.973     0.367     0.064       12.051
    10.75     0.074     0.082     1.107     0.973     0.367     0.064       12.067
    10.76     0.074     0.082     1.106     0.973     0.367     0.064       12.003
    10.77     0.074     0.081     1.106     0.973     0.367     0.064       12.023
    10.78     0.073     0.081     1.108     0.973     0.368     0.064       12.099
    10.79     0.073     0.081     1.107     0.973     0.367     0.064       12.028
    10.80     0.073     0.081     1.107     0.973     0.367     0.064       12.027
    10.81     0.072     0.080     1.107     0.973     0.367     0.064       12.074
    10.82     0.072     0.080     1.107     0.974     0.367     0.064       12.038
    10.83     0.072     0.079     1.106     0.974     0.367     0.064       12.014
    10.84     0.072     0.079     1.107     0.974     0.367     0.064       12.045
    10.85     0.071     0.079     1.107     0.974     0.367     0.064       12.062
    10.86     0.071     0.078     1.107     0.974     0.367     0.064       12.042
    10.87     0.071     0.078     1.107     0.974     0.367     0.064       12.031
    10.88     0.070     0.078     1.106     0.974     0.367     0.064       11.987
    10.89     0.070     0.077     1.106     0.974     0.367     0.064       11.960
    10.90     0.070     0.077     1.106     0.974     0.367     0.064       11.976
    10.91     0.069     0.077     1.106     0.975     0.367     0.064       11.976
    10.92     0.069     0.076     1.107     0.975     0.367     0.064       12.028
    10.93     0.069     0.076     1.107     0.975     0.367     0.064       12.032
    10.94     0.069     0.076     1.105     0.975     0.367     0.063       11.903
    10.95     0.068     0.076     1.105     0.975     0.367     0.063       11.934
    10.96     0.068     0.075     1.107     0.975     0.367     0.064       12.026
    10.97     0.068     0.075     1.106     0.975     0.367     0.064       11.988
    10.98     0.067     0.075     1.105     0.975     0.367     0.063       11.941
    10.99     0.067     0.074     1.105     0.975     0.367     0.063       11.915
    11.00     0.067     0.074     1.105     0.975     0.367     0.063       11.926
    11.01     0.066     0.074     1.106     0.976     0.367     0.064       11.968
    11.02     0.066     0.073     1.106     0.976     0.367     0.064       11.969
    11.03     0.066     0.073     1.105     0.976     0.367     0.063       11.928
    11.04     0.066     0.073     1.105     0.976     0.367     0.063       11.897
    11.05     0.065     0.072     1.105     0.976     0.367     0.063       11.918
    11.06     0.065     0.072     1.104     0.976     0.366     0.063       11.877
    11.07     0.065     0.072     1.104     0.976     0.366     0.063       11.873
    11.08     0.065     0.071     1.105     0.976     0.367     0.063       11.915
    11.09     0.064     0.071     1.104     0.976     0.366     0.063       11.874
    11.10     0.064     0.071     1.105     0.977     0.367     0.063       11.925
    11.11     0.064     0.070     1.106     0.977     0.367     0.064       11.992
    11.12     0.063     0.070     1.105     0.977     0.367     0.063       11.920
    11.13     0.063     0.070     1.104     0.977     0.366     0.063       11.859
    11.14     0.063     0.069     1.104     0.977     0.366     0.063       11.829
    11.15     0.063     0.069     1.104     0.977     0.366     0.063       11.854
    11.16     0.062     0.069     1.105     0.977     0.366     0.063       11.888
    11.17     0.062     0.068     1.104     0.977     0.366     0.063       11.882
    11.18     0.062     0.068     1.104     0.977     0.366     0.063       11.842
    11.19     0.062     0.068     1.104     0.977     0.366     0.063       11.807
    11.20     0.061     0.068     1.104     0.978     0.366     0.063       11.824
    11.21     0.061     0.067     1.104     0.978     0.366     0.063       11.843
    11.22     0.061     0.067     1.104     0.978     0.366     0.063       11.862
    11.23     0.060     0.067     1.104     0.978     0.366     0.063       11.837
    11.24     0.060     0.066     1.103     0.978     0.366     0.063       11.765
    11.25     0.060     0.066     1.103     0.978     0.366     0.063       11.797
    11.26     0.059     0.066     1.105     0.978     0.367     0.063       11.905
    11.27     0.059     0.065     1.105     0.978     0.366     0.063       11.893
    11.28     0.059     0.065     1.103     0.978     0.366     0.063       11.806
    11.29     0.059     0.065     1.103     0.979     0.366     0.063       11.767
    11.30     0.059     0.065     1.103     0.979     0.366     0.063       11.790
    11.31     0.058     0.064     1.104     0.979     0.366     0.063       11.823
    11.32     0.058     0.064     1.104     0.979     0.366     0.063       11.821
    11.33     0.058     0.064     1.103     0.979     0.366     0.063       11.796
    11.34     0.057     0.063     1.103     0.979     0.366     0.063       11.746
    11.35     0.057     0.063     1.103     0.979     0.366     0.063       11.769
    11.36     0.057     0.063     1.103     0.979     0.366     0.063       11.765
    11.37     0.057     0.062     1.103     0.979     0.366     0.063       11.753
    11.38     0.056     0.062     1.103     0.979     0.366     0.063       11.749
    11.39     0.056     0.062     1.102     0.980     0.366     0.063       11.721
    11.40     0.056     0.062     1.103     0.980     0.366     0.063       11.752
    11.41     0.055     0.061     1.103     0.980     0.366     0.063       11.783
    11.42     0.055     0.061     1.103     0.980     0.366     0.063       11.771
    11.43     0.055     0.061     1.103     0.980     0.366     0.063       11.745
    11.44     0.055     0.060     1.102     0.980     0.365     0.063       11.673
    11.45     0.054     0.060     1.102     0.980     0.366     0.063       11.710
    11.46     0.054     0.060     1.103     0.980     0.366     0.063       11.765
    11.47     0.054     0.059     1.102     0.980     0.365     0.063       11.705
    11.48     0.054     0.059     1.102     0.980     0.365     0.063       11.680
    11.49     0.053     0.059     1.102     0.981     0.365     0.063       11.673
    11.50     0.053     0.059     1.102     0.981     0.365     0.063       11.687
    11.51     0.053     0.058     1.103     0.981     0.366     0.063       11.731
    11.52     0.053     0.058     1.103     0.981     0.366     0.063       11.736
    11.53     0.052     0.058     1.102     0.981     0.365     0.063       11.682
    11.54     0.052     0.057     1.101     0.981     0.365     0.063       11.633
    11.55     0.052     0.057     1.101     0.981     0.365     0.063       11.640
    11.56     0.051     0.057     1.102     0.981     0.365     0.063       11.692
    11.57     0.051     0.056     1.102     0.981     0.365     0.063       11.703
    11.58     0.051     0.056     1.102     0.981     0.365     0.063       11.678
    11.59     0.051     0.056     1.101     0.981     0.365     0.063       11.620
    11.60     0.051     0.056     1.102     0.982     0.366     0.063       11.688
    11.61     0.050     0.055     1.104     0.982     0.366     0.063       11.783
    11.62     0.050     0.055     1.101     0.982     0.365     0.063       11.632
    11.63     0.050     0.055     1.100     0.982     0.365     0.063       11.541
    11.64     0.049     0.054     1.101     0.982     0.365     0.063       11.578
    11.65     0.049     0.054     1.101     0.982     0.365     0.063       11.637
    11.66     0.049     0.054     1.102     0.982     0.365     0.063       11.679
    11.67     0.049     0.054     1.102     0.982     0.365     0.063       11.667
    11.68     0.048     0.053     1.101     0.982     0.365     0.063       11.600
    11.69     0.048     0.053     1.101     0.982     0.365     0.063       11.574
    11.70     0.048     0.053     1.100     0.983     0.365     0.063       11.551
    11.71     0.048     0.052     1.100     0.983     0.365     0.063       11.577
    11.72     0.047     0.052     1.101     0.983     0.365     0.063       11.598
    11.73     0.047     0.052     1.100     0.983     0.365     0.063       11.551
    11.74     0.047     0.052     1.099     0.983     0.364     0.063       11.462
    11.75     0.047     0.051     1.100     0.983     0.365     0.063       11.510
    11.76     0.046     0.051     1.102     0.983     0.366     0.063       11.696
    11.77     0.046     0.051     1.102     0.983     0.365     0.063       11.641
    11.78     0.046     0.050     1.099     0.983     0.364     0.063       11.468
    11.79     0.046     0.050     1.100     0.983     0.365     0.063       11.486
    11.80     0.045     0.050     1.101     0.983     0.365     0.063       11.588
    11.81     0.045     0.050     1.100     0.984     0.365     0.063       11.562
    11.82     0.045     0.049     1.100     0.984     0.365     0.063       11.572
    11.83     0.045     0.049     1.100     0.984     0.365     0.063       11.554
    11.84     0.044     0.049     1.100     0.984     0.365     0.063       11.496
    11.85     0.044     0.049     1.100     0.984     0.365     0.063       11.539
    11.86     0.044     0.048     1.101     0.984     0.365     0.063       11.594
    11.87     0.044     0.048     1.101     0.984     0.365     0.063       11.577
    11.88     0.043     0.048     1.100     0.984     0.365     0.063       11.505
    11.89     0.043     0.047     1.099     0.984     0.365     0.063       11.470
    11.90     0.043     0.047     1.100     0.984     0.365     0.063       11.527
    11.91     0.043     0.047     1.101     0.984     0.365     0.063       11.573
    11.92     0.042     0.047     1.099     0.985     0.364     0.063       11.480
    11.93     0.042     0.046     1.099     0.985     0.364     0.063       11.418
    11.94     0.042     0.046     1.100     0.985     0.365     0.063       11.478
    11.95     0.042     0.046     1.100     0.985     0.365     0.063       11.499
    11.96     0.041     0.045     1.098     0.985     0.364     0.063       11.406
    11.97     0.041     0.045     1.099     0.985     0.364     0.063       11.459
    11.98     0.041     0.045     1.099     0.985     0.364     0.063       11.470
    11.99     0.041     0.045     1.099     0.985     0.364     0.063       11.393
    12.00     0.041     0.045     1.100     0.985     0.365     0.063       11.472
    12.01     0.040     0.044     1.100     0.985     0.365     0.063       11.501
    12.02     0.040     0.044     1.099     0.985     0.364     0.063       11.431
    12.03     0.040     0.044     1.099     0.986     0.364     0.063       11.431
    12.04     0.040     0.043     1.098     0.986     0.364     0.063       11.387
    12.05     0.039     0.043     1.098     0.986     0.364     0.063       11.370
    12.06     0.039     0.043     1.100     0.986     0.365     0.063       11.476
    12.07     0.039     0.043     1.100     0.986     0.365     0.063       11.491
    12.08     0.039     0.042     1.098     0.986     0.364     0.063       11.343
    12.09     0.038     0.042     1.098     0.986     0.364     0.063       11.319
    12.10     0.038     0.042     1.098     0.986     0.364     0.063       11.383
    12.11     0.038     0.042     1.098     0.986     0.364     0.063       11.381
    12.12     0.038     0.041     1.100     0.986     0.365     0.063       11.478
    12.13     0.037     0.041     1.099     0.986     0.364     0.063       11.438
    12.14     0.037     0.041     1.097     0.986     0.364     0.063       11.278
    12.15     0.037     0.041     1.098     0.987     0.364     0.063       11.366
    12.16     0.037     0.040     1.099     0.987     0.364     0.063       11.450
    12.17     0.036     0.040     1.098     0.987     0.364     0.063       11.375
    12.18     0.036     0.040     1.099     0.987     0.364     0.063       11.389
    12.19     0.036     0.040     1.098     0.987     0.364     0.063       11.356
    12.20     0.036     0.039     1.097     0.987     0.364     0.063       11.283
    12.21     0.035     0.039     1.098     0.987     0.364     0.063       11.348
    12.22     0.035     0.039     1.098     0.987     0.364     0.063       11.368
    12.23     0.035     0.039     1.097     0.987     0.364     0.063       11.288
    12.24     0.035     0.038     1.098     0.987     0.364     0.063       11.317
    12.25     0.035     0.038     1.098     0.987     0.364     0.063       11.353
    12.26     0.034     0.038     1.097     0.988     0.364     0.063       11.298
    12.27     0.034     0.038     1.098     0.988     0.364     0.063       11.348
    12.28     0.034     0.037     1.097     0.988     0.364     0.063       11.289
    12.29     0.034     0.037     1.096     0.988     0.363     0.063       11.196
    12.30     0.034     0.037     1.099     0.988     0.364     0.063       11.399
    12.31     0.033     0.037     1.099     0.988     0.364     0.063       11.435
    12.32     0.033     0.036     1.096     0.988     0.363     0.063       11.164
    12.33     0.033     0.036     1.096     0.988     0.363     0.063       11.148
    12.34     0.033     0.036     1.097     0.988     0.363     0.063       11.215
    12.35     0.033     0.036     1.096     0.988     0.363     0.063       11.195
    12.36     0.032     0.035     1.097     0.988     0.364     0.063       11.280
    12.37     0.032     0.035     1.098     0.988     0.364     0.063       11.308
    12.38     0.032     0.035     1.096     0.988     0.363     0.063       11.148
    12.39     0.032     0.035     1.096     0.989     0.363     0.063       11.154
    12.40     0.031     0.034     1.097     0.989     0.364     0.063       11.252
    12.41     0.031     0.034     1.097     0.989     0.363     0.063       11.227
    12.42     0.031     0.034     1.097     0.989     0.364     0.063       11.263
    12.43     0.031     0.034     1.097     0.989     0.364     0.063       11.237
    12.44     0.030     0.033     1.096     0.989     0.363     0.063       11.132
    12.45     0.030     0.033     1.096     0.989     0.363     0.063       11.147
    12.46     0.030     0.033     1.096     0.989     0.363     0.063       11.150
    12.47     0.030     0.033     1.096     0.989     0.363     0.063       11.194
    12.48     0.030     0.032     1.097     0.989     0.363     0.063       11.224
    12.49     0.029     0.032     1.096     0.989     0.363     0.063       11.132
    12.50     0.029     0.032     1.095     0.989     0.363     0.063       11.065
    12.51     0.029     0.032     1.095     0.990     0.363     0.063       11.097
    12.52     0.029     0.031     1.095     0.990     0.363     0.063       11.083
    12.53     0.029     0.031     1.095     0.990     0.363     0.063       11.060
    12.54     0.028     0.031     1.097     0.990     0.364     0.063       11.215
    12.55     0.028     0.031     1.097     0.990     0.364     0.063       11.232
    12.56     0.028     0.030     1.095     0.990     0.363     0.063       11.074
    12.57     0.028     0.030     1.096     0.990     0.363     0.063       11.159
    12.58     0.027     0.030     1.096     0.990     0.363     0.063       11.167
    12.59     0.027     0.030     1.095     0.990     0.363     0.063       11.025
    12.60     0.027     0.030     1.095     0.990     0.363     0.063       11.035
    12.61     0.027     0.029     1.095     0.990     0.363     0.063       11.082
    12.62     0.027     0.029     1.095     0.990     0.363     0.063       11.113
    12.63     0.026     0.029     1.095     0.990     0.363     0.063       11.079
    12.64     0.026     0.029     1.094     0.990     0.363     0.063       10.978
    12.65     0.026     0.029     1.094     0.991     0.363     0.063       10.973
    12.66     0.026     0.028     1.094     0.991     0.363     0.063       10.970
    12.67     0.026     0.028     1.095     0.991     0.363     0.063       11.072
    12.68     0.025     0.028     1.096     0.991     0.363     0.063       11.110
    12.69     0.025     0.028     1.094     0.991     0.362     0.063       10.931
    12.70     0.025     0.027     1.094     0.991     0.362     0.063       10.930
    12.71     0.025     0.027     1.095     0.991     0.363     0.063       11.077
    12.72     0.025     0.027     1.097     0.991     0.363     0.063       11.227
    12.73     0.024     0.027     1.096     0.991     0.363     0.063       11.110
    12.74     0.024     0.026     1.093     0.991     0.362     0.063       10.897
    12.75     0.024     0.026     1.094     0.991     0.362     0.063       10.933
    12.76     0.024     0.026     1.093     0.991     0.362     0.063       10.904
    12.77     0.024     0.026     1.094     0.991     0.363     0.063       10.997
    12.78     0.023     0.026     1.095     0.992     0.363     0.063       11.044
    12.79     0.023     0.025     1.093     0.992     0.362     0.063       10.859
    12.80     0.023     0.025     1.092     0.992     0.362     0.063       10.797
    12.81     0.023     0.025     1.094     0.992     0.362     0.063       10.943
    12.82     0.023     0.025     1.096     0.992     0.363     0.063       11.158
    12.83     0.022     0.025     1.096     0.992     0.363     0.063       11.098
    12.84     0.022     0.024     1.092     0.992     0.362     0.063       10.759
    12.85     0.022     0.024     1.092     0.992     0.362     0.063       10.744
    12.86     0.022     0.024     1.094     0.992     0.363     0.063       10.991
    12.87     0.022     0.024     1.095     0.992     0.363     0.063       11.069
    12.88     0.021     0.023     1.093     0.992     0.362     0.063       10.855
    12.89     0.021     0.023     1.092     0.992     0.362     0.063       10.759
    12.90     0.021     0.023     1.093     0.992     0.362     0.063       10.828
    12.91     0.021     0.023     1.093     0.992     0.362     0.063       10.875
    12.92     0.021     0.023     1.095     0.993     0.363     0.063       11.088
    12.93     0.020     0.022     1.095     0.993     0.363     0.063       10.994
    12.94     0.020     0.022     1.091     0.993     0.361     0.063       10.615
    12.95     0.020     0.022     1.092     0.993     0.362     0.063       10.691
    12.96     0.020     0.022     1.094     0.993     0.363     0.063       10.974
    12.97     0.020     0.021     1.095     0.993     0.363     0.063       11.021
    12.98     0.019     0.021     1.094     0.993     0.362     0.063       10.931
    12.99     0.019     0.021     1.092     0.993     0.362     0.063       10.752
    13.00     0.019     0.021     1.092     0.993     0.362     0.063       10.684
    13.01     0.019     0.021     1.093     0.993     0.362     0.063       10.873
    13.02     0.019     0.020     1.095     0.993     0.363     0.063       11.047
    13.03     0.019     0.020     1.094     0.993     0.362     0.063       10.891
    13.04     0.018     0.020     1.092     0.993     0.362     0.063       10.754
    13.05     0.018     0.020     1.093     0.993     0.362     0.063       10.800
    13.06     0.018     0.020     1.093     0.994     0.362     0.063       10.808
    13.07     0.018     0.019     1.093     0.994     0.362     0.063       10.841
    13.08     0.018     0.019     1.091     0.994     0.362     0.063       10.673
    13.09     0.018     0.019     1.091     0.994     0.362     0.063       10.636
    13.10     0.017     0.019     1.093     0.994     0.362     0.063       10.791
    13.11     0.017     0.019     1.093     0.994     0.362     0.063       10.842
    13.12     0.017     0.018     1.094     0.994     0.363     0.063       10.977
    13.13     0.017     0.018     1.094     0.994     0.362     0.063       10.879
    13.14     0.017     0.018     1.090     0.994     0.361     0.062       10.472
    13.15     0.017     0.018     1.091     0.994     0.361     0.062       10.577
    13.16     0.016     0.018     1.095     0.994     0.363     0.063       11.005
    13.17     0.016     0.017     1.094     0.994     0.363     0.063       10.953
    13.18     0.016     0.017     1.091     0.994     0.361     0.062       10.594
    13.19     0.016     0.017     1.090     0.994     0.361     0.062       10.458
    13.20     0.016     0.017     1.090     0.994     0.361     0.062       10.521
    13.21     0.015     0.017     1.092     0.995     0.362     0.063       10.707
    13.22     0.015     0.016     1.093     0.995     0.362     0.063       10.814
    13.23     0.015     0.016     1.092     0.995     0.362     0.063       10.742
    13.24     0.015     0.016     1.092     0.995     0.362     0.063       10.758
    13.25     0.015     0.016     1.092     0.995     0.362     0.063       10.685
    13.26     0.014     0.016     1.092     0.995     0.362     0.063       10.696
    13.27     0.014     0.016     1.093     0.995     0.362     0.063       10.808
    13.28     0.014     0.015     1.091     0.995     0.361     0.062       10.582
    13.29     0.014     0.015     1.090     0.995     0.361     0.062       10.516
    13.30     0.014     0.015     1.093     0.995     0.362     0.063       10.826
    13.31     0.013     0.015     1.093     0.995     0.362     0.063       10.854
    13.32     0.013     0.015     1.091     0.995     0.362     0.063       10.661
    13.33     0.013     0.014     1.091     0.995     0.362     0.063       10.646
    13.34     0.013     0.014     1.089     0.995     0.361     0.062       10.352
    13.35     0.013     0.014     1.090     0.995     0.361     0.062       10.417
    13.36     0.013     0.014     1.093     0.995     0.362     0.063       10.888
    13.37     0.012     0.014     1.093     0.996     0.362     0.063       10.785
    13.38     0.012     0.013     1.091     0.996     0.361     0.062       10.584
    13.39     0.012     0.013     1.091     0.996     0.361     0.062       10.548
    13.40     0.012     0.013     1.089     0.996     0.361     0.062       10.361
    13.41     0.012     0.013     1.090     0.996     0.361     0.062       10.413
    13.42     0.012     0.013     1.092     0.996     0.362     0.063       10.718
    13.43     0.012     0.013     1.092     0.996     0.362     0.063       10.714
    13.44     0.012     0.013     1.091     0.996     0.361     0.062       10.599
    13.45     0.012     0.013     1.091     0.996     0.361     0.062       10.589
    13.46     0.011     0.012     1.091     0.996     0.362     0.063       10.652
    13.47     0.011     0.012     1.092     0.996     0.362     0.063       10.661
    13.48     0.011     0.012     1.091     0.996     0.361     0.062       10.580
    13.49     0.011     0.011     1.090     0.996     0.361     0.062       10.443
    13.50     0.010     0.011     1.092     0.996     0.362     0.063       10.684
    13.51     0.010     0.011     1.093     0.996     0.362     0.063       10.779
    13.52     0.010     0.011     1.090     0.996     0.361     0.062       10.517
    13.53     0.010     0.011     1.090     0.996     0.361     0.062       10.502
    13.54     0.010     0.011     1.090     0.996     0.361     0.062       10.451
    13.55     0.010     0.011     1.090     0.996     0.361     0.062       10.444
    13.56     0.009     0.010     1.091     0.997     0.361     0.062       10.580
    13.57     0.009     0.010     1.090     0.997     0.361     0.062       10.524
    13.58     0.009     0.010     1.090     0.997     0.361     0.062       10.484
    13.59     0.009     0.010     1.090     0.997     0.361     0.062       10.488
    13.60     0.009     0.010     1.091     0.997     0.361     0.062       10.555
    13.61     0.008     0.009     1.091     0.997     0.362     0.063       10.655
    13.62     0.008     0.009     1.092     0.997     0.362     0.063       10.716
    13.63     0.008     0.009     1.092     0.997     0.362     0.063       10.681
    13.64     0.008     0.009     1.089     0.997     0.361     0.062       10.278
    13.65     0.008     0.009     1.088     0.997     0.361     0.062       10.261
    13.66     0.008     0.009     1.090     0.997     0.361     0.062       10.477
    13.67     0.008     0.009     1.092     0.997     0.362     0.063       10.657
    13.68     0.008     0.009     1.091     0.997     0.362     0.063       10.624
    13.69     0.008     0.008     1.090     0.997     0.361     0.062       10.434
    13.70     0.008     0.008     1.090     0.997     0.361     0.062       10.436
    13.71     0.007     0.007     1.090     0.998     0.361     0.062       10.508
    13.72     0.007     0.007     1.088     0.998     0.361     0.062       10.256
    13.73     0.006     0.007     1.089     0.998     0.361     0.062       10.323
    13.74     0.006     0.007     1.090     0.998     0.361     0.062       10.414
