    Depth        Gy       GyE       RBE        SL     Gy^-1     Gy^-2 LETm(keV/um)
    13.75     0.006     0.007     1.090     0.998     0.361     0.062       10.437
    13.76     0.006     0.007     1.091     0.998     0.361     0.063       10.617
    13.77     0.006     0.007     1.090     0.998     0.361     0.062       10.495
    13.78     0.006     0.006     1.089     0.998     0.361     0.062       10.370
    13.79     0.006     0.006     1.090     0.998     0.361     0.062       10.400
    13.80     0.006     0.006     1.089     0.998     0.361     0.062       10.323
    13.81     0.006     0.006     1.089     0.998     0.361     0.062       10.354
    13.82     0.006     0.006     1.094     0.998     0.363     0.063       10.950
    13.83     0.006     0.006     1.095     0.998     0.363     0.063       11.055
    13.84     0.006     0.006     1.090     0.998     0.361     0.062       10.463
    13.85     0.006     0.006     1.088     0.998     0.360     0.062       10.135
    13.86     0.004     0.004     1.088     0.999     0.360     0.062       10.132
    13.87     0.004     0.004     1.088     0.999     0.360     0.062       10.132
    13.88     0.004     0.004     1.089     0.999     0.361     0.062       10.332
    13.89     0.004     0.004     1.089     0.999     0.361     0.062       10.332
    13.90     0.004     0.004     1.091     0.999     0.361     0.062       10.580
    13.91     0.004     0.004     1.091     0.999     0.361     0.062       10.580
    13.92     0.004     0.004     1.088     0.999     0.360     0.062       10.142
    13.93     0.004     0.004     1.088     0.999     0.360     0.062       10.142
    13.94     0.004     0.004     1.088     0.999     0.361     0.062       10.252
    13.95     0.004     0.004     1.088     0.999     0.361     0.062       10.252
    13.96     0.004     0.004     1.089     0.999     0.361     0.062       10.364
    13.97     0.003     0.004     1.089     0.999     0.361     0.062       10.364
    13.98     0.003     0.004     1.092     0.999     0.362     0.063       10.745
    13.99     0.003     0.004     1.092     0.999     0.362     0.063       10.745
    14.00     0.003     0.004     1.084     0.999     0.359     0.062        9.551
