    Depth        Gy       GyE       RBE        SL     Gy^-1     Gy^-2 LETm(keV/um)
     0.38     1.880     2.023     1.076     0.401     0.366     0.063       11.891
     0.39     1.880     2.023     1.076     0.401     0.366     0.063       11.892
     0.40     1.880     2.023     1.076     0.401     0.366     0.063       11.893
     0.41     1.880     2.023     1.076     0.401     0.366     0.063       11.894
     0.42     1.880     2.023     1.076     0.402     0.366     0.063       11.895
     0.43     1.879     2.023     1.076     0.402     0.366     0.063       11.896
     0.44     1.879     2.022     1.076     0.402     0.366     0.063       11.898
     0.45     1.879     2.022     1.076     0.402     0.366     0.063       11.899
     0.46     1.879     2.022     1.076     0.402     0.366     0.063       11.900
     0.47     1.879     2.022     1.076     0.402     0.366     0.063       11.901
     0.48     1.878     2.022     1.076     0.402     0.366     0.063       11.902
     0.49     1.878     2.021     1.076     0.402     0.366     0.063       11.904
     0.50     1.878     2.021     1.076     0.402     0.366     0.063       11.905
     0.51     1.878     2.021     1.076     0.402     0.366     0.063       11.906
     0.52     1.878     2.021     1.076     0.402     0.366     0.063       11.907
     0.53     1.877     2.021     1.076     0.402     0.366     0.063       11.909
     0.54     1.877     2.021     1.076     0.402     0.366     0.063       11.910
     0.55     1.877     2.020     1.076     0.402     0.366     0.063       11.911
     0.56     1.877     2.020     1.076     0.402     0.366     0.063       11.912
     0.57     1.877     2.020     1.076     0.402     0.366     0.063       11.913
     0.58     1.877     2.020     1.076     0.402     0.366     0.063       11.914
     0.59     1.877     2.020     1.076     0.402     0.366     0.063       11.914
     0.60     1.877     2.020     1.076     0.402     0.366     0.063       11.915
     0.61     1.877     2.020     1.076     0.402     0.366     0.063       11.916
     0.62     1.876     2.020     1.076     0.402     0.366     0.063       11.918
     0.63     1.876     2.020     1.077     0.402     0.366     0.063       11.919
     0.64     1.876     2.020     1.077     0.402     0.366     0.063       11.920
     0.65     1.876     2.019     1.077     0.402     0.366     0.063       11.921
     0.66     1.876     2.019     1.077     0.402     0.366     0.063       11.923
     0.67     1.875     2.019     1.077     0.402     0.366     0.063       11.924
     0.68     1.875     2.019     1.077     0.402     0.366     0.063       11.925
     0.69     1.875     2.019     1.077     0.402     0.366     0.063       11.927
     0.70     1.875     2.018     1.077     0.403     0.366     0.063       11.928
     0.71     1.875     2.018     1.077     0.403     0.366     0.063       11.929
     0.72     1.874     2.018     1.077     0.403     0.366     0.063       11.930
     0.73     1.874     2.018     1.077     0.403     0.366     0.063       11.931
     0.74     1.874     2.018     1.077     0.403     0.366     0.063       11.933
     0.75     1.874     2.018     1.077     0.403     0.366     0.063       11.934
     0.76     1.874     2.018     1.077     0.403     0.366     0.063       11.935
     0.77     1.874     2.018     1.077     0.403     0.366     0.063       11.936
     0.78     1.874     2.018     1.077     0.403     0.366     0.063       11.937
     0.79     1.874     2.017     1.077     0.403     0.366     0.063       11.938
     0.80     1.874     2.017     1.077     0.403     0.366     0.063       11.938
     0.81     1.873     2.017     1.077     0.403     0.366     0.063       11.940
     0.82     1.873     2.017     1.077     0.403     0.366     0.063       11.941
     0.83     1.873     2.017     1.077     0.403     0.366     0.063       11.942
     0.84     1.873     2.017     1.077     0.403     0.366     0.063       11.943
     0.85     1.873     2.017     1.077     0.403     0.366     0.063       11.945
     0.86     1.872     2.016     1.077     0.403     0.366     0.063       11.946
     0.87     1.872     2.016     1.077     0.403     0.366     0.063       11.947
     0.88     1.872     2.016     1.077     0.403     0.366     0.063       11.949
     0.89     1.872     2.016     1.077     0.403     0.366     0.063       11.950
     0.90     1.872     2.016     1.077     0.403     0.366     0.063       11.951
     0.91     1.871     2.015     1.077     0.403     0.366     0.064       11.953
     0.92     1.871     2.015     1.077     0.403     0.367     0.064       11.954
     0.93     1.871     2.015     1.077     0.403     0.367     0.064       11.955
     0.94     1.871     2.015     1.077     0.403     0.367     0.064       11.956
     0.95     1.871     2.015     1.077     0.403     0.367     0.064       11.958
     0.96     1.871     2.015     1.077     0.403     0.367     0.064       11.958
     0.97     1.871     2.015     1.077     0.403     0.367     0.064       11.959
     0.98     1.871     2.015     1.077     0.403     0.367     0.064       11.960
     0.99     1.871     2.015     1.077     0.403     0.367     0.064       11.961
     1.00     1.871     2.015     1.077     0.403     0.367     0.064       11.962
     1.01     1.871     2.015     1.077     0.403     0.367     0.064       11.963
     1.02     1.870     2.014     1.077     0.403     0.367     0.064       11.965
     1.03     1.870     2.014     1.077     0.403     0.367     0.064       11.966
     1.04     1.870     2.014     1.077     0.404     0.367     0.064       11.967
     1.05     1.870     2.014     1.077     0.404     0.367     0.064       11.968
     1.06     1.870     2.014     1.077     0.404     0.367     0.064       11.970
     1.07     1.869     2.014     1.077     0.404     0.367     0.064       11.971
     1.08     1.869     2.013     1.077     0.404     0.367     0.064       11.973
     1.09     1.869     2.013     1.077     0.404     0.367     0.064       11.974
     1.10     1.869     2.013     1.077     0.404     0.367     0.064       11.975
     1.11     1.869     2.013     1.077     0.404     0.367     0.064       11.977
     1.12     1.868     2.013     1.077     0.404     0.367     0.064       11.978
     1.13     1.868     2.013     1.077     0.404     0.367     0.064       11.979
     1.14     1.868     2.012     1.077     0.404     0.367     0.064       11.980
     1.15     1.868     2.012     1.077     0.404     0.367     0.064       11.982
     1.16     1.868     2.012     1.077     0.404     0.367     0.064       11.983
     1.17     1.868     2.012     1.077     0.404     0.367     0.064       11.983
     1.18     1.868     2.012     1.077     0.404     0.367     0.064       11.984
     1.19     1.868     2.012     1.077     0.404     0.367     0.064       11.985
     1.20     1.868     2.012     1.077     0.404     0.367     0.064       11.986
     1.21     1.868     2.012     1.077     0.404     0.367     0.064       11.988
     1.22     1.867     2.012     1.077     0.404     0.367     0.064       11.989
     1.23     1.867     2.012     1.077     0.404     0.367     0.064       11.990
     1.24     1.867     2.012     1.077     0.404     0.367     0.064       11.992
     1.25     1.867     2.011     1.077     0.404     0.367     0.064       11.993
     1.26     1.867     2.011     1.077     0.404     0.367     0.064       11.994
     1.27     1.866     2.011     1.077     0.404     0.367     0.064       11.996
     1.28     1.866     2.011     1.077     0.404     0.367     0.064       11.997
     1.29     1.866     2.011     1.078     0.404     0.367     0.064       11.999
     1.30     1.866     2.011     1.078     0.404     0.367     0.064       12.000
     1.31     1.866     2.010     1.078     0.404     0.367     0.064       12.001
     1.32     1.866     2.010     1.078     0.404     0.367     0.064       12.002
     1.33     1.865     2.010     1.078     0.404     0.367     0.064       12.004
     1.34     1.865     2.010     1.078     0.404     0.367     0.064       12.005
     1.35     1.865     2.010     1.078     0.404     0.367     0.064       12.006
     1.36     1.865     2.010     1.078     0.404     0.367     0.064       12.007
     1.37     1.865     2.010     1.078     0.404     0.367     0.064       12.008
     1.38     1.865     2.010     1.078     0.405     0.367     0.064       12.009
     1.39     1.865     2.010     1.078     0.405     0.367     0.064       12.010
     1.40     1.865     2.010     1.078     0.405     0.367     0.064       12.011
     1.41     1.865     2.010     1.078     0.405     0.367     0.064       12.013
     1.42     1.865     2.010     1.078     0.405     0.367     0.064       12.014
     1.43     1.864     2.009     1.078     0.405     0.367     0.064       12.016
     1.44     1.864     2.009     1.078     0.405     0.367     0.064       12.017
     1.45     1.864     2.009     1.078     0.405     0.367     0.064       12.018
     1.46     1.864     2.009     1.078     0.405     0.367     0.064       12.020
     1.47     1.864     2.009     1.078     0.405     0.367     0.064       12.021
     1.48     1.864     2.009     1.078     0.405     0.367     0.064       12.022
     1.49     1.863     2.008     1.078     0.405     0.367     0.064       12.024
     1.50     1.863     2.008     1.078     0.405     0.367     0.064       12.025
     1.51     1.863     2.008     1.078     0.405     0.367     0.064       12.027
     1.52     1.863     2.008     1.078     0.405     0.367     0.064       12.028
     1.53     1.863     2.008     1.078     0.405     0.367     0.064       12.029
     1.54     1.863     2.008     1.078     0.405     0.367     0.064       12.031
     1.55     1.862     2.008     1.078     0.405     0.367     0.064       12.032
     1.56     1.862     2.008     1.078     0.405     0.367     0.064       12.033
     1.57     1.862     2.008     1.078     0.405     0.367     0.064       12.034
     1.58     1.862     2.008     1.078     0.405     0.367     0.064       12.035
     1.59     1.862     2.008     1.078     0.405     0.367     0.064       12.036
     1.60     1.862     2.008     1.078     0.405     0.367     0.064       12.037
     1.61     1.862     2.007     1.078     0.405     0.367     0.064       12.039
     1.62     1.862     2.007     1.078     0.405     0.367     0.064       12.040
     1.63     1.862     2.007     1.078     0.405     0.367     0.064       12.041
     1.64     1.862     2.007     1.078     0.405     0.367     0.064       12.043
     1.65     1.861     2.007     1.078     0.405     0.367     0.064       12.044
     1.66     1.861     2.007     1.078     0.405     0.367     0.064       12.046
     1.67     1.861     2.006     1.078     0.405     0.367     0.064       12.047
     1.68     1.861     2.006     1.078     0.405     0.367     0.064       12.048
     1.69     1.861     2.006     1.078     0.405     0.367     0.064       12.050
     1.70     1.861     2.006     1.078     0.405     0.367     0.064       12.051
     1.71     1.860     2.006     1.078     0.405     0.367     0.064       12.053
     1.72     1.860     2.006     1.078     0.405     0.367     0.064       12.054
     1.73     1.860     2.006     1.078     0.405     0.367     0.064       12.055
     1.74     1.860     2.005     1.078     0.406     0.367     0.064       12.057
     1.75     1.860     2.005     1.078     0.406     0.367     0.064       12.058
     1.76     1.860     2.005     1.078     0.406     0.367     0.064       12.059
     1.77     1.860     2.005     1.078     0.406     0.367     0.064       12.060
     1.78     1.860     2.005     1.078     0.406     0.367     0.064       12.061
     1.79     1.860     2.005     1.078     0.406     0.367     0.064       12.062
     1.80     1.860     2.005     1.078     0.406     0.367     0.064       12.064
     1.81     1.860     2.005     1.078     0.406     0.367     0.064       12.065
     1.82     1.859     2.005     1.078     0.406     0.367     0.064       12.066
     1.83     1.859     2.005     1.078     0.406     0.367     0.064       12.068
     1.84     1.859     2.005     1.078     0.406     0.367     0.064       12.069
     1.85     1.859     2.005     1.078     0.406     0.367     0.064       12.071
     1.86     1.859     2.005     1.078     0.406     0.367     0.064       12.072
     1.87     1.859     2.004     1.078     0.406     0.367     0.064       12.074
     1.88     1.858     2.004     1.078     0.406     0.367     0.064       12.075
     1.89     1.858     2.004     1.079     0.406     0.367     0.064       12.077
     1.90     1.858     2.004     1.079     0.406     0.367     0.064       12.078
     1.91     1.858     2.004     1.079     0.406     0.367     0.064       12.079
     1.92     1.858     2.004     1.079     0.406     0.367     0.064       12.081
     1.93     1.858     2.004     1.079     0.406     0.367     0.064       12.082
     1.94     1.857     2.003     1.079     0.406     0.367     0.064       12.084
     1.95     1.857     2.003     1.079     0.406     0.367     0.064       12.085
     1.96     1.857     2.003     1.079     0.406     0.367     0.064       12.086
     1.97     1.857     2.003     1.079     0.406     0.367     0.064       12.087
     1.98     1.857     2.003     1.079     0.406     0.367     0.064       12.088
     1.99     1.857     2.003     1.079     0.406     0.367     0.064       12.090
     2.00     1.857     2.003     1.079     0.406     0.367     0.064       12.091
     2.01     1.857     2.003     1.079     0.406     0.367     0.064       12.092
     2.02     1.857     2.003     1.079     0.406     0.367     0.064       12.094
     2.03     1.857     2.003     1.079     0.406     0.367     0.064       12.095
     2.04     1.857     2.003     1.079     0.406     0.367     0.064       12.096
     2.05     1.856     2.003     1.079     0.406     0.367     0.064       12.098
     2.06     1.856     2.003     1.079     0.406     0.367     0.064       12.099
     2.07     1.856     2.002     1.079     0.406     0.367     0.064       12.101
     2.08     1.856     2.002     1.079     0.406     0.367     0.064       12.102
     2.09     1.856     2.002     1.079     0.406     0.367     0.064       12.104
     2.10     1.856     2.002     1.079     0.406     0.367     0.064       12.105
     2.11     1.855     2.002     1.079     0.406     0.367     0.064       12.107
     2.12     1.855     2.002     1.079     0.406     0.367     0.064       12.108
     2.13     1.855     2.002     1.079     0.406     0.367     0.064       12.110
     2.14     1.855     2.002     1.079     0.406     0.367     0.064       12.111
     2.15     1.855     2.001     1.079     0.406     0.367     0.064       12.113
     2.16     1.855     2.001     1.079     0.406     0.367     0.064       12.114
     2.17     1.855     2.001     1.079     0.406     0.367     0.064       12.115
     2.18     1.855     2.002     1.079     0.406     0.367     0.064       12.116
     2.19     1.855     2.002     1.079     0.406     0.367     0.064       12.117
     2.20     1.855     2.002     1.079     0.406     0.367     0.064       12.118
     2.21     1.855     2.001     1.079     0.406     0.367     0.064       12.120
     2.22     1.855     2.001     1.079     0.406     0.367     0.064       12.121
     2.23     1.855     2.001     1.079     0.406     0.367     0.064       12.123
     2.24     1.854     2.001     1.079     0.407     0.367     0.064       12.124
     2.25     1.854     2.001     1.079     0.407     0.367     0.064       12.126
     2.26     1.854     2.001     1.079     0.407     0.367     0.064       12.127
     2.27     1.854     2.001     1.079     0.407     0.367     0.064       12.129
     2.28     1.854     2.001     1.079     0.407     0.367     0.064       12.130
     2.29     1.854     2.000     1.079     0.407     0.367     0.064       12.132
     2.30     1.853     2.000     1.079     0.407     0.367     0.064       12.133
     2.31     1.853     2.000     1.079     0.407     0.367     0.064       12.135
     2.32     1.853     2.000     1.079     0.407     0.367     0.064       12.136
     2.33     1.853     2.000     1.079     0.407     0.367     0.064       12.138
     2.34     1.853     2.000     1.079     0.407     0.367     0.064       12.139
     2.35     1.853     2.000     1.079     0.407     0.367     0.064       12.141
     2.36     1.853     2.000     1.079     0.407     0.367     0.064       12.142
     2.37     1.853     2.000     1.079     0.407     0.367     0.064       12.143
     2.38     1.853     2.000     1.079     0.407     0.368     0.064       12.144
     2.39     1.853     2.000     1.079     0.407     0.368     0.064       12.145
     2.40     1.853     2.000     1.079     0.407     0.368     0.064       12.147
     2.41     1.853     2.000     1.079     0.407     0.368     0.064       12.148
     2.42     1.852     2.000     1.079     0.407     0.368     0.064       12.150
     2.43     1.852     2.000     1.079     0.407     0.368     0.064       12.151
     2.44     1.852     1.999     1.079     0.407     0.368     0.064       12.153
     2.45     1.852     1.999     1.080     0.407     0.368     0.064       12.154
     2.46     1.852     1.999     1.080     0.407     0.368     0.064       12.156
     2.47     1.852     1.999     1.080     0.407     0.368     0.064       12.157
     2.48     1.852     1.999     1.080     0.407     0.368     0.064       12.159
     2.49     1.851     1.999     1.080     0.407     0.368     0.064       12.161
     2.50     1.851     1.999     1.080     0.407     0.368     0.064       12.162
     2.51     1.851     1.999     1.080     0.407     0.368     0.064       12.164
     2.52     1.851     1.998     1.080     0.407     0.368     0.064       12.165
     2.53     1.851     1.998     1.080     0.407     0.368     0.064       12.167
     2.54     1.851     1.998     1.080     0.407     0.368     0.064       12.168
     2.55     1.851     1.998     1.080     0.407     0.368     0.064       12.170
     2.56     1.851     1.998     1.080     0.407     0.368     0.064       12.171
     2.57     1.851     1.998     1.080     0.407     0.368     0.064       12.172
     2.58     1.851     1.998     1.080     0.407     0.368     0.064       12.174
     2.59     1.851     1.998     1.080     0.407     0.368     0.064       12.175
     2.60     1.851     1.998     1.080     0.407     0.368     0.064       12.176
     2.61     1.850     1.998     1.080     0.407     0.368     0.064       12.178
     2.62     1.850     1.998     1.080     0.407     0.368     0.064       12.179
     2.63     1.850     1.998     1.080     0.407     0.368     0.064       12.181
     2.64     1.850     1.998     1.080     0.407     0.368     0.064       12.182
     2.65     1.850     1.998     1.080     0.407     0.368     0.064       12.184
     2.66     1.850     1.998     1.080     0.407     0.368     0.064       12.185
     2.67     1.850     1.997     1.080     0.407     0.368     0.064       12.187
     2.68     1.849     1.997     1.080     0.407     0.368     0.064       12.189
     2.69     1.849     1.997     1.080     0.407     0.368     0.064       12.190
     2.70     1.849     1.997     1.080     0.407     0.368     0.064       12.192
     2.71     1.849     1.997     1.080     0.407     0.368     0.064       12.194
     2.72     1.849     1.997     1.080     0.407     0.368     0.064       12.195
     2.73     1.849     1.997     1.080     0.408     0.368     0.064       12.197
     2.74     1.849     1.997     1.080     0.408     0.368     0.064       12.198
     2.75     1.849     1.997     1.080     0.408     0.368     0.064       12.200
     2.76     1.849     1.997     1.080     0.408     0.368     0.064       12.201
     2.77     1.849     1.997     1.080     0.408     0.368     0.064       12.202
     2.78     1.849     1.997     1.080     0.408     0.368     0.064       12.204
     2.79     1.849     1.997     1.080     0.408     0.368     0.064       12.205
     2.80     1.849     1.997     1.080     0.408     0.368     0.064       12.206
     2.81     1.849     1.997     1.080     0.408     0.368     0.064       12.208
     2.82     1.848     1.997     1.080     0.408     0.368     0.064       12.209
     2.83     1.848     1.997     1.080     0.408     0.368     0.064       12.211
     2.84     1.848     1.996     1.080     0.408     0.368     0.064       12.213
     2.85     1.848     1.996     1.080     0.408     0.368     0.064       12.214
     2.86     1.848     1.996     1.080     0.408     0.368     0.064       12.216
     2.87     1.848     1.996     1.080     0.408     0.368     0.064       12.218
     2.88     1.848     1.996     1.080     0.408     0.368     0.064       12.219
     2.89     1.847     1.996     1.080     0.408     0.368     0.064       12.221
     2.90     1.847     1.996     1.080     0.408     0.368     0.064       12.223
     2.91     1.847     1.996     1.080     0.408     0.368     0.064       12.224
     2.92     1.847     1.996     1.080     0.408     0.368     0.064       12.226
     2.93     1.847     1.996     1.080     0.408     0.368     0.064       12.227
     2.94     1.847     1.995     1.080     0.408     0.368     0.064       12.229
     2.95     1.847     1.995     1.080     0.408     0.368     0.064       12.231
     2.96     1.847     1.995     1.081     0.408     0.368     0.064       12.232
     2.97     1.847     1.995     1.081     0.408     0.368     0.064       12.233
     2.98     1.847     1.996     1.081     0.408     0.368     0.064       12.235
     2.99     1.847     1.996     1.081     0.408     0.368     0.064       12.236
     3.00     1.847     1.996     1.081     0.408     0.368     0.064       12.237
     3.01     1.847     1.996     1.081     0.408     0.368     0.064       12.239
     3.02     1.847     1.995     1.081     0.408     0.368     0.064       12.241
     3.03     1.846     1.995     1.081     0.408     0.368     0.064       12.242
     3.04     1.846     1.995     1.081     0.408     0.368     0.064       12.244
     3.05     1.846     1.995     1.081     0.408     0.368     0.064       12.245
     3.06     1.846     1.995     1.081     0.408     0.368     0.064       12.247
     3.07     1.846     1.995     1.081     0.408     0.368     0.064       12.249
     3.08     1.846     1.995     1.081     0.408     0.368     0.064       12.251
     3.09     1.846     1.995     1.081     0.408     0.368     0.064       12.252
     3.10     1.845     1.995     1.081     0.408     0.368     0.064       12.254
     3.11     1.845     1.995     1.081     0.408     0.368     0.064       12.256
     3.12     1.845     1.994     1.081     0.408     0.368     0.064       12.257
     3.13     1.845     1.994     1.081     0.408     0.368     0.064       12.259
     3.14     1.845     1.994     1.081     0.408     0.368     0.064       12.260
     3.15     1.845     1.994     1.081     0.408     0.368     0.064       12.262
     3.16     1.845     1.994     1.081     0.408     0.368     0.064       12.263
     3.17     1.845     1.994     1.081     0.408     0.368     0.064       12.265
     3.18     1.845     1.994     1.081     0.408     0.368     0.064       12.266
     3.19     1.845     1.994     1.081     0.408     0.368     0.064       12.268
     3.20     1.845     1.995     1.081     0.408     0.368     0.064       12.269
     3.21     1.845     1.994     1.081     0.408     0.368     0.064       12.271
     3.22     1.845     1.994     1.081     0.408     0.368     0.064       12.272
     3.23     1.845     1.994     1.081     0.408     0.368     0.064       12.274
     3.24     1.845     1.994     1.081     0.408     0.368     0.064       12.276
     3.25     1.844     1.994     1.081     0.408     0.368     0.064       12.277
     3.26     1.844     1.994     1.081     0.408     0.368     0.064       12.279
     3.27     1.844     1.994     1.081     0.408     0.368     0.064       12.281
     3.28     1.844     1.994     1.081     0.408     0.368     0.064       12.283
     3.29     1.844     1.994     1.081     0.408     0.368     0.064       12.284
     3.30     1.844     1.994     1.081     0.408     0.368     0.064       12.286
     3.31     1.844     1.994     1.081     0.408     0.368     0.064       12.288
     3.32     1.844     1.993     1.081     0.408     0.368     0.064       12.289
     3.33     1.844     1.993     1.081     0.408     0.368     0.064       12.291
     3.34     1.843     1.993     1.081     0.408     0.368     0.064       12.293
     3.35     1.843     1.993     1.081     0.408     0.368     0.064       12.295
     3.36     1.843     1.993     1.081     0.408     0.368     0.064       12.296
     3.37     1.843     1.993     1.081     0.408     0.368     0.064       12.297
     3.38     1.843     1.994     1.081     0.408     0.368     0.064       12.298
     3.39     1.844     1.994     1.081     0.408     0.368     0.064       12.300
     3.40     1.844     1.994     1.081     0.408     0.368     0.064       12.301
     3.41     1.843     1.994     1.081     0.408     0.368     0.064       12.303
     3.42     1.843     1.994     1.081     0.408     0.368     0.064       12.305
     3.43     1.843     1.993     1.082     0.408     0.368     0.064       12.306
     3.44     1.843     1.993     1.082     0.408     0.368     0.064       12.308
     3.45     1.843     1.993     1.082     0.408     0.368     0.064       12.310
     3.46     1.843     1.993     1.082     0.408     0.368     0.064       12.312
     3.47     1.843     1.993     1.082     0.408     0.368     0.064       12.313
     3.48     1.843     1.993     1.082     0.408     0.368     0.064       12.315
     3.49     1.842     1.993     1.082     0.408     0.368     0.064       12.317
     3.50     1.842     1.993     1.082     0.408     0.368     0.064       12.319
     3.51     1.842     1.993     1.082     0.408     0.369     0.064       12.321
     3.52     1.842     1.993     1.082     0.408     0.369     0.064       12.322
     3.53     1.842     1.993     1.082     0.408     0.369     0.064       12.324
     3.54     1.842     1.993     1.082     0.408     0.369     0.064       12.326
     3.55     1.842     1.993     1.082     0.408     0.369     0.064       12.327
     3.56     1.842     1.993     1.082     0.408     0.369     0.064       12.329
     3.57     1.842     1.993     1.082     0.408     0.369     0.064       12.330
     3.58     1.842     1.993     1.082     0.408     0.369     0.064       12.332
     3.59     1.842     1.993     1.082     0.408     0.369     0.064       12.333
     3.60     1.842     1.993     1.082     0.408     0.369     0.064       12.335
     3.61     1.842     1.993     1.082     0.408     0.369     0.064       12.337
     3.62     1.842     1.993     1.082     0.408     0.369     0.064       12.338
     3.63     1.842     1.993     1.082     0.408     0.369     0.064       12.340
     3.64     1.842     1.993     1.082     0.408     0.369     0.064       12.342
     3.65     1.842     1.993     1.082     0.408     0.369     0.064       12.344
     3.66     1.841     1.992     1.082     0.409     0.369     0.064       12.346
     3.67     1.841     1.992     1.082     0.409     0.369     0.064       12.347
     3.68     1.841     1.992     1.082     0.409     0.369     0.064       12.349
     3.69     1.841     1.992     1.082     0.409     0.369     0.064       12.351
     3.70     1.841     1.992     1.082     0.409     0.369     0.064       12.353
     3.71     1.841     1.992     1.082     0.409     0.369     0.064       12.355
     3.72     1.841     1.992     1.082     0.409     0.369     0.064       12.356
     3.73     1.841     1.992     1.082     0.409     0.369     0.064       12.358
     3.74     1.841     1.992     1.082     0.409     0.369     0.064       12.360
     3.75     1.841     1.992     1.082     0.409     0.369     0.064       12.362
     3.76     1.841     1.992     1.082     0.409     0.369     0.064       12.363
     3.77     1.841     1.992     1.082     0.409     0.369     0.064       12.365
     3.78     1.841     1.992     1.082     0.409     0.369     0.064       12.366
     3.79     1.841     1.992     1.082     0.409     0.369     0.064       12.368
     3.80     1.841     1.992     1.082     0.409     0.369     0.064       12.369
     3.81     1.841     1.992     1.082     0.409     0.369     0.064       12.371
     3.82     1.841     1.992     1.082     0.409     0.369     0.064       12.373
     3.83     1.840     1.992     1.082     0.409     0.369     0.064       12.375
     3.84     1.840     1.992     1.082     0.409     0.369     0.064       12.377
     3.85     1.840     1.992     1.082     0.409     0.369     0.064       12.379
     3.86     1.840     1.992     1.082     0.409     0.369     0.064       12.380
     3.87     1.840     1.992     1.083     0.409     0.369     0.064       12.382
     3.88     1.840     1.992     1.083     0.409     0.369     0.064       12.384
     3.89     1.840     1.992     1.083     0.409     0.369     0.064       12.386
     3.90     1.840     1.992     1.083     0.409     0.369     0.064       12.388
     3.91     1.840     1.992     1.083     0.409     0.369     0.064       12.390
     3.92     1.840     1.992     1.083     0.409     0.369     0.064       12.392
     3.93     1.839     1.992     1.083     0.409     0.369     0.064       12.393
     3.94     1.839     1.991     1.083     0.409     0.369     0.064       12.395
     3.95     1.839     1.991     1.083     0.409     0.369     0.064       12.397
     3.96     1.839     1.992     1.083     0.409     0.369     0.064       12.399
     3.97     1.839     1.992     1.083     0.409     0.369     0.064       12.400
     3.98     1.839     1.992     1.083     0.409     0.369     0.064       12.402
     3.99     1.839     1.992     1.083     0.409     0.369     0.064       12.403
     4.00     1.839     1.992     1.083     0.409     0.369     0.064       12.405
     4.01     1.839     1.992     1.083     0.409     0.369     0.064       12.407
     4.02     1.839     1.992     1.083     0.409     0.369     0.064       12.409
     4.03     1.839     1.992     1.083     0.409     0.369     0.064       12.411
     4.04     1.839     1.992     1.083     0.409     0.369     0.064       12.413
     4.05     1.839     1.992     1.083     0.409     0.369     0.064       12.414
     4.06     1.839     1.992     1.083     0.409     0.369     0.064       12.416
     4.07     1.839     1.991     1.083     0.409     0.369     0.064       12.418
     4.08     1.839     1.991     1.083     0.409     0.369     0.064       12.420
     4.09     1.839     1.991     1.083     0.409     0.369     0.064       12.422
     4.10     1.839     1.991     1.083     0.409     0.369     0.064       12.424
     4.11     1.838     1.991     1.083     0.409     0.369     0.064       12.426
     4.12     1.838     1.991     1.083     0.409     0.369     0.064       12.428
     4.13     1.838     1.991     1.083     0.409     0.369     0.064       12.430
     4.14     1.838     1.991     1.083     0.409     0.369     0.064       12.432
     4.15     1.838     1.991     1.083     0.409     0.369     0.064       12.433
     4.16     1.838     1.991     1.083     0.409     0.369     0.064       12.435
     4.17     1.838     1.991     1.083     0.409     0.369     0.064       12.437
     4.18     1.838     1.991     1.083     0.409     0.369     0.064       12.438
     4.19     1.838     1.992     1.083     0.409     0.369     0.064       12.440
     4.20     1.838     1.992     1.083     0.409     0.369     0.064       12.442
