    Depth        Gy       GyE       RBE        SL     Gy^-1     Gy^-2 LETm(keV/um)
    17.14     2.632     4.036     1.533     0.100     0.675     0.076       35.812
    17.15     2.631     4.035     1.533     0.100     0.675     0.076       35.933
    17.16     2.630     4.037     1.535     0.100     0.676     0.076       35.853
    17.17     2.630     4.038     1.535     0.100     0.676     0.076       35.823
    17.18     2.629     4.037     1.536     0.100     0.677     0.076       35.843
    17.19     2.628     4.036     1.536     0.100     0.677     0.076       35.913
    17.20     2.627     4.035     1.536     0.100     0.677     0.076       36.034
    17.21     2.626     4.037     1.537     0.100     0.678     0.076       35.956
    17.22     2.625     4.038     1.538     0.100     0.678     0.076       35.928
    17.23     2.625     4.037     1.538     0.100     0.678     0.076       35.951
    17.24     2.624     4.036     1.538     0.100     0.678     0.076       36.024
    17.25     2.623     4.035     1.538     0.100     0.678     0.076       36.147
    17.26     2.622     4.037     1.540     0.100     0.679     0.076       36.071
    17.27     2.621     4.038     1.540     0.100     0.679     0.076       36.044
    17.28     2.620     4.037     1.541     0.100     0.680     0.076       36.069
    17.29     2.619     4.036     1.541     0.100     0.680     0.076       36.144
    17.30     2.619     4.035     1.541     0.100     0.680     0.076       36.269
    17.31     2.618     4.037     1.542     0.100     0.681     0.076       36.190
    17.32     2.617     4.038     1.543     0.100     0.681     0.076       36.162
    17.33     2.616     4.037     1.543     0.100     0.681     0.076       36.184
    17.34     2.615     4.036     1.543     0.100     0.681     0.076       36.256
    17.35     2.614     4.035     1.543     0.100     0.681     0.076       36.380
    17.36     2.613     4.037     1.545     0.100     0.682     0.076       36.297
    17.37     2.613     4.038     1.545     0.100     0.682     0.076       36.265
    17.38     2.612     4.037     1.546     0.100     0.683     0.076       36.284
    17.39     2.611     4.036     1.546     0.100     0.683     0.076       36.354
    17.40     2.610     4.035     1.546     0.100     0.683     0.076       36.475
    17.41     2.609     4.037     1.547     0.100     0.684     0.076       36.395
    17.42     2.609     4.038     1.548     0.100     0.684     0.076       36.366
    17.43     2.608     4.037     1.548     0.100     0.684     0.076       36.389
    17.44     2.607     4.036     1.548     0.100     0.684     0.076       36.463
    17.45     2.606     4.035     1.548     0.100     0.684     0.076       36.588
    17.46     2.605     4.037     1.550     0.100     0.685     0.076       36.511
    17.47     2.604     4.038     1.551     0.100     0.686     0.076       36.485
    17.48     2.603     4.037     1.551     0.100     0.686     0.076       36.510
    17.49     2.602     4.036     1.551     0.100     0.686     0.076       36.586
    17.50     2.601     4.035     1.551     0.100     0.686     0.076       36.714
    17.51     2.600     4.037     1.552     0.100     0.687     0.076       36.637
    17.52     2.600     4.038     1.553     0.100     0.687     0.077       36.610
    17.53     2.599     4.037     1.554     0.100     0.687     0.077       36.635
    17.54     2.598     4.036     1.554     0.100     0.687     0.077       36.711
    17.55     2.597     4.035     1.554     0.100     0.687     0.077       36.839
    17.56     2.596     4.037     1.555     0.100     0.688     0.077       36.759
    17.57     2.595     4.038     1.556     0.100     0.689     0.077       36.731
    17.58     2.594     4.037     1.556     0.100     0.689     0.077       36.755
    17.59     2.593     4.036     1.557     0.100     0.689     0.077       36.830
    17.60     2.592     4.035     1.557     0.100     0.689     0.077       36.957
    17.61     2.591     4.037     1.558     0.100     0.690     0.077       36.878
    17.62     2.590     4.038     1.559     0.100     0.691     0.077       36.851
    17.63     2.589     4.037     1.559     0.100     0.691     0.077       36.875
    17.64     2.588     4.036     1.559     0.100     0.691     0.077       36.952
    17.65     2.587     4.035     1.559     0.100     0.691     0.077       37.081
    17.66     2.586     4.037     1.561     0.100     0.692     0.077       37.003
    17.67     2.586     4.038     1.562     0.100     0.692     0.077       36.977
    17.68     2.585     4.037     1.562     0.100     0.692     0.077       37.003
    17.69     2.584     4.036     1.562     0.100     0.693     0.077       37.082
    17.70     2.583     4.035     1.562     0.100     0.693     0.077       37.213
    17.71     2.582     4.037     1.564     0.100     0.694     0.077       37.133
    17.72     2.581     4.038     1.564     0.100     0.694     0.077       37.106
    17.73     2.580     4.037     1.565     0.100     0.694     0.077       37.132
    17.74     2.579     4.036     1.565     0.100     0.694     0.077       37.209
    17.75     2.578     4.035     1.565     0.100     0.694     0.077       37.340
    17.76     2.577     4.037     1.566     0.100     0.695     0.077       37.259
    17.77     2.576     4.038     1.567     0.100     0.696     0.077       37.231
    17.78     2.575     4.037     1.568     0.100     0.696     0.077       37.256
    17.79     2.574     4.036     1.568     0.100     0.696     0.077       37.333
    17.80     2.573     4.035     1.568     0.100     0.696     0.077       37.463
    17.81     2.572     4.037     1.569     0.100     0.697     0.077       37.383
    17.82     2.571     4.038     1.570     0.100     0.698     0.077       37.356
    17.83     2.570     4.037     1.571     0.100     0.698     0.077       37.382
    17.84     2.569     4.036     1.571     0.100     0.698     0.077       37.461
    17.85     2.568     4.035     1.571     0.100     0.698     0.077       37.594
    17.86     2.567     4.037     1.572     0.100     0.699     0.077       37.515
    17.87     2.566     4.038     1.573     0.100     0.699     0.077       37.490
    17.88     2.565     4.037     1.574     0.100     0.700     0.077       37.518
    17.89     2.565     4.036     1.574     0.100     0.700     0.077       37.599
    17.90     2.564     4.035     1.574     0.100     0.700     0.077       37.734
    17.91     2.563     4.037     1.575     0.100     0.701     0.077       37.654
    17.92     2.562     4.038     1.576     0.100     0.701     0.077       37.627
    17.93     2.561     4.037     1.577     0.100     0.701     0.077       37.653
    17.94     2.559     4.036     1.577     0.100     0.701     0.077       37.733
    17.95     2.558     4.034     1.577     0.100     0.701     0.077       37.866
    17.96     2.558     4.037     1.578     0.100     0.702     0.077       37.782
    17.97     2.557     4.038     1.579     0.100     0.703     0.077       37.752
    17.98     2.556     4.037     1.580     0.100     0.703     0.077       37.775
    17.99     2.555     4.036     1.580     0.100     0.703     0.078       37.852
    18.00     2.554     4.035     1.580     0.100     0.703     0.077       37.983
    18.01     2.553     4.037     1.581     0.100     0.704     0.078       37.901
    18.02     2.552     4.038     1.582     0.100     0.705     0.078       37.873
    18.03     2.551     4.037     1.583     0.100     0.705     0.078       37.899
    18.04     2.550     4.036     1.583     0.100     0.705     0.078       37.979
    18.05     2.549     4.034     1.583     0.100     0.705     0.078       38.114
    18.06     2.548     4.037     1.584     0.100     0.706     0.078       38.035
    18.07     2.547     4.038     1.585     0.100     0.707     0.078       38.011
    18.08     2.546     4.037     1.586     0.100     0.707     0.078       38.041
    18.09     2.545     4.036     1.586     0.100     0.707     0.078       38.125
    18.10     2.544     4.035     1.586     0.100     0.707     0.078       38.263
    18.11     2.543     4.037     1.588     0.100     0.708     0.078       38.184
    18.12     2.542     4.038     1.589     0.100     0.709     0.078       38.158
    18.13     2.541     4.037     1.589     0.100     0.709     0.078       38.187
    18.14     2.539     4.036     1.589     0.100     0.709     0.078       38.271
    18.15     2.538     4.035     1.589     0.100     0.709     0.078       38.408
    18.16     2.537     4.037     1.591     0.100     0.710     0.078       38.328
    18.17     2.536     4.038     1.592     0.100     0.711     0.078       38.301
    18.18     2.535     4.037     1.592     0.100     0.711     0.078       38.330
    18.19     2.534     4.036     1.593     0.100     0.711     0.078       38.413
    18.20     2.533     4.035     1.593     0.100     0.711     0.078       38.552
    18.21     2.532     4.037     1.594     0.100     0.712     0.078       38.470
    18.22     2.531     4.038     1.595     0.100     0.713     0.078       38.444
    18.23     2.530     4.037     1.596     0.100     0.713     0.078       38.473
    18.24     2.529     4.036     1.596     0.100     0.713     0.078       38.558
    18.25     2.528     4.034     1.596     0.100     0.713     0.078       38.697
    18.26     2.527     4.037     1.598     0.100     0.714     0.078       38.618
    18.27     2.526     4.038     1.599     0.100     0.715     0.078       38.593
    18.28     2.524     4.037     1.599     0.100     0.715     0.078       38.624
    18.29     2.523     4.036     1.600     0.100     0.715     0.078       38.711
    18.30     2.522     4.035     1.600     0.100     0.715     0.078       38.853
    18.31     2.521     4.037     1.601     0.100     0.716     0.078       38.771
    18.32     2.520     4.038     1.602     0.100     0.717     0.078       38.745
    18.33     2.519     4.037     1.603     0.100     0.717     0.078       38.775
    18.34     2.518     4.036     1.603     0.100     0.717     0.078       38.860
    18.35     2.517     4.034     1.603     0.100     0.717     0.078       39.001
    18.36     2.516     4.037     1.605     0.100     0.718     0.078       38.919
    18.37     2.515     4.038     1.606     0.100     0.719     0.078       38.892
    18.38     2.513     4.037     1.606     0.100     0.719     0.078       38.922
    18.39     2.512     4.036     1.607     0.100     0.719     0.079       39.007
    18.40     2.511     4.035     1.607     0.100     0.719     0.078       39.149
    18.41     2.510     4.037     1.608     0.100     0.720     0.079       39.067
    18.42     2.509     4.038     1.609     0.100     0.721     0.079       39.041
    18.43     2.508     4.037     1.610     0.100     0.721     0.079       39.071
    18.44     2.507     4.036     1.610     0.100     0.721     0.079       39.158
    18.45     2.505     4.034     1.610     0.100     0.721     0.079       39.301
    18.46     2.504     4.037     1.612     0.100     0.722     0.079       39.221
    18.47     2.503     4.038     1.613     0.100     0.723     0.079       39.198
    18.48     2.502     4.037     1.614     0.100     0.723     0.079       39.232
    18.49     2.501     4.036     1.614     0.100     0.724     0.079       39.322
    18.50     2.500     4.035     1.614     0.100     0.724     0.079       39.469
    18.51     2.499     4.037     1.616     0.100     0.725     0.079       39.386
    18.52     2.498     4.038     1.617     0.100     0.725     0.079       39.360
    18.53     2.496     4.037     1.617     0.100     0.726     0.079       39.390
    18.54     2.495     4.036     1.617     0.100     0.726     0.079       39.477
    18.55     2.494     4.034     1.618     0.100     0.726     0.079       39.621
    18.56     2.493     4.037     1.619     0.100     0.727     0.079       39.535
    18.57     2.492     4.038     1.620     0.100     0.727     0.079       39.506
    18.58     2.491     4.037     1.621     0.100     0.728     0.079       39.534
    18.59     2.490     4.037     1.621     0.100     0.728     0.079       39.620
    18.60     2.489     4.035     1.621     0.100     0.728     0.079       39.763
    18.61     2.488     4.037     1.623     0.100     0.729     0.079       39.677
    18.62     2.486     4.038     1.624     0.100     0.730     0.079       39.649
    18.63     2.485     4.037     1.625     0.100     0.730     0.079       39.679
    18.64     2.484     4.036     1.625     0.100     0.730     0.079       39.767
    18.65     2.482     4.034     1.625     0.100     0.730     0.079       39.913
    18.66     2.481     4.037     1.627     0.100     0.731     0.079       39.833
    18.67     2.480     4.038     1.628     0.100     0.732     0.079       39.810
    18.68     2.479     4.037     1.629     0.100     0.732     0.079       39.846
    18.69     2.478     4.036     1.629     0.100     0.733     0.079       39.939
    18.70     2.477     4.035     1.629     0.100     0.733     0.079       40.091
    18.71     2.475     4.037     1.631     0.100     0.734     0.079       40.009
    18.72     2.474     4.038     1.632     0.100     0.734     0.079       39.984
    18.73     2.473     4.037     1.633     0.100     0.735     0.080       40.018
    18.74     2.471     4.036     1.633     0.100     0.735     0.080       40.110
    18.75     2.470     4.034     1.633     0.100     0.735     0.079       40.259
    18.76     2.469     4.037     1.635     0.100     0.736     0.080       40.177
    18.77     2.468     4.038     1.636     0.100     0.737     0.080       40.153
    18.78     2.467     4.037     1.637     0.100     0.737     0.080       40.187
    18.79     2.465     4.036     1.637     0.100     0.738     0.080       40.280
    18.80     2.464     4.035     1.637     0.100     0.738     0.080       40.431
    18.81     2.463     4.037     1.639     0.100     0.739     0.080       40.347
    18.82     2.461     4.038     1.640     0.100     0.740     0.080       40.321
    18.83     2.460     4.037     1.641     0.100     0.740     0.080       40.355
    18.84     2.459     4.036     1.641     0.100     0.740     0.080       40.447
    18.85     2.457     4.034     1.642     0.100     0.740     0.080       40.598
    18.86     2.456     4.037     1.643     0.100     0.741     0.080       40.517
    18.87     2.455     4.038     1.645     0.100     0.742     0.080       40.495
    18.88     2.454     4.037     1.645     0.100     0.742     0.080       40.531
    18.89     2.453     4.036     1.646     0.100     0.743     0.080       40.628
    18.90     2.451     4.035     1.646     0.100     0.743     0.080       40.783
    18.91     2.450     4.037     1.648     0.100     0.744     0.080       40.698
    18.92     2.449     4.038     1.649     0.100     0.745     0.080       40.672
    18.93     2.447     4.037     1.650     0.100     0.745     0.080       40.706
    18.94     2.446     4.036     1.650     0.100     0.745     0.080       40.799
    18.95     2.444     4.034     1.650     0.100     0.745     0.080       40.952
    18.96     2.443     4.037     1.652     0.100     0.747     0.080       40.869
    18.97     2.442     4.038     1.653     0.100     0.747     0.080       40.845
    18.98     2.441     4.037     1.654     0.100     0.748     0.080       40.881
    18.99     2.439     4.036     1.655     0.100     0.748     0.080       40.977
    19.00     2.438     4.035     1.655     0.100     0.748     0.080       41.133
    19.01     2.437     4.037     1.657     0.100     0.750     0.080       41.047
    19.02     2.435     4.038     1.658     0.100     0.750     0.080       41.021
    19.03     2.434     4.037     1.659     0.100     0.751     0.080       41.056
    19.04     2.433     4.036     1.659     0.100     0.751     0.080       41.150
    19.05     2.431     4.034     1.659     0.100     0.751     0.080       41.306
    19.06     2.430     4.037     1.661     0.100     0.752     0.080       41.224
    19.07     2.429     4.038     1.663     0.100     0.753     0.080       41.202
    19.08     2.427     4.037     1.663     0.100     0.753     0.081       41.241
    19.09     2.426     4.036     1.664     0.100     0.754     0.081       41.341
    19.10     2.425     4.035     1.664     0.100     0.754     0.081       41.502
    19.11     2.423     4.037     1.666     0.100     0.755     0.081       41.416
    19.12     2.422     4.038     1.667     0.100     0.756     0.081       41.390
    19.13     2.420     4.037     1.668     0.100     0.756     0.081       41.426
    19.14     2.419     4.036     1.668     0.100     0.757     0.081       41.522
    19.15     2.417     4.034     1.669     0.100     0.757     0.081       41.680
    19.16     2.416     4.037     1.671     0.100     0.758     0.081       41.592
    19.17     2.415     4.038     1.672     0.100     0.759     0.081       41.566
    19.18     2.414     4.037     1.673     0.100     0.759     0.081       41.601
    19.19     2.413     4.036     1.673     0.100     0.759     0.081       41.698
    19.20     2.411     4.035     1.673     0.100     0.760     0.081       41.856
    19.21     2.410     4.037     1.675     0.100     0.761     0.081       41.769
    19.22     2.408     4.038     1.677     0.100     0.762     0.081       41.743
    19.23     2.407     4.037     1.677     0.100     0.762     0.081       41.780
    19.24     2.405     4.036     1.678     0.100     0.762     0.081       41.878
    19.25     2.404     4.034     1.678     0.100     0.763     0.081       42.039
    19.26     2.402     4.037     1.680     0.100     0.764     0.081       41.957
    19.27     2.401     4.038     1.682     0.100     0.765     0.081       41.937
    19.28     2.400     4.037     1.682     0.100     0.765     0.081       41.979
    19.29     2.398     4.036     1.683     0.100     0.766     0.081       42.084
    19.30     2.397     4.035     1.683     0.100     0.766     0.081       42.251
    19.31     2.395     4.037     1.686     0.100     0.767     0.081       42.164
    19.32     2.394     4.038     1.687     0.100     0.768     0.081       42.141
    19.33     2.392     4.037     1.688     0.100     0.769     0.081       42.179
    19.34     2.391     4.036     1.688     0.100     0.769     0.081       42.281
    19.35     2.389     4.034     1.688     0.100     0.769     0.081       42.445
    19.36     2.388     4.037     1.691     0.100     0.770     0.081       42.361
    19.37     2.386     4.038     1.692     0.100     0.771     0.081       42.340
    19.38     2.385     4.037     1.693     0.100     0.772     0.081       42.382
    19.39     2.383     4.036     1.694     0.100     0.772     0.081       42.487
    19.40     2.382     4.035     1.694     0.100     0.773     0.081       42.656
    19.41     2.380     4.037     1.696     0.100     0.774     0.081       42.567
    19.42     2.379     4.038     1.697     0.100     0.775     0.081       42.543
    19.43     2.377     4.037     1.698     0.100     0.775     0.081       42.582
    19.44     2.376     4.036     1.699     0.100     0.776     0.081       42.685
    19.45     2.374     4.034     1.699     0.100     0.776     0.081       42.852
    19.46     2.373     4.037     1.701     0.100     0.777     0.081       42.769
    19.47     2.371     4.038     1.703     0.100     0.778     0.081       42.749
    19.48     2.370     4.037     1.704     0.100     0.779     0.082       42.794
    19.49     2.368     4.036     1.704     0.100     0.779     0.082       42.903
    19.50     2.367     4.035     1.705     0.100     0.779     0.081       43.076
    19.51     2.365     4.037     1.707     0.100     0.781     0.082       42.989
    19.52     2.364     4.038     1.708     0.100     0.782     0.082       42.967
    19.53     2.362     4.037     1.709     0.100     0.782     0.082       43.009
    19.54     2.361     4.036     1.710     0.100     0.783     0.082       43.116
    19.55     2.359     4.034     1.710     0.100     0.783     0.082       43.288
    19.56     2.358     4.037     1.712     0.100     0.784     0.082       43.203
    19.57     2.356     4.038     1.714     0.100     0.785     0.082       43.183
    19.58     2.355     4.037     1.715     0.100     0.786     0.082       43.229
    19.59     2.353     4.036     1.715     0.100     0.786     0.082       43.339
    19.60     2.352     4.035     1.716     0.100     0.787     0.082       43.516
    19.61     2.350     4.037     1.718     0.100     0.788     0.082       43.427
    19.62     2.348     4.038     1.719     0.100     0.789     0.082       43.405
    19.63     2.347     4.037     1.720     0.100     0.789     0.082       43.448
    19.64     2.345     4.036     1.721     0.100     0.790     0.082       43.557
    19.65     2.344     4.034     1.721     0.100     0.790     0.082       43.732
    19.66     2.342     4.037     1.723     0.100     0.792     0.082       43.647
    19.67     2.341     4.038     1.725     0.100     0.793     0.082       43.629
    19.68     2.339     4.037     1.726     0.100     0.793     0.082       43.678
    19.69     2.338     4.036     1.727     0.100     0.794     0.082       43.792
    19.70     2.336     4.035     1.727     0.100     0.794     0.082       43.974
    19.71     2.334     4.037     1.729     0.100     0.796     0.082       43.886
    19.72     2.333     4.038     1.731     0.100     0.797     0.082       43.866
    19.73     2.331     4.037     1.732     0.100     0.797     0.082       43.913
    19.74     2.330     4.036     1.732     0.100     0.797     0.082       44.027
    19.75     2.328     4.034     1.733     0.100     0.798     0.082       44.208
    19.76     2.327     4.037     1.735     0.100     0.799     0.082       44.121
    19.77     2.325     4.038     1.736     0.100     0.800     0.082       44.103
    19.78     2.324     4.037     1.737     0.100     0.801     0.082       44.151
    19.79     2.322     4.036     1.738     0.100     0.801     0.082       44.268
    19.80     2.321     4.035     1.738     0.100     0.802     0.082       44.453
    19.81     2.319     4.037     1.741     0.100     0.803     0.082       44.367
    19.82     2.318     4.038     1.742     0.100     0.804     0.082       44.350
    19.83     2.316     4.037     1.743     0.100     0.805     0.082       44.400
    19.84     2.314     4.036     1.744     0.100     0.805     0.082       44.519
    19.85     2.313     4.034     1.744     0.100     0.806     0.082       44.707
    19.86     2.311     4.037     1.747     0.100     0.807     0.082       44.622
    19.87     2.310     4.038     1.748     0.100     0.808     0.082       44.607
    19.88     2.308     4.037     1.749     0.100     0.809     0.082       44.660
    19.89     2.306     4.036     1.750     0.100     0.809     0.082       44.783
    19.90     2.305     4.035     1.751     0.100     0.810     0.082       44.975
    19.91     2.303     4.037     1.753     0.100     0.811     0.082       44.889
    19.92     2.301     4.038     1.755     0.100     0.813     0.082       44.874
    19.93     2.300     4.037     1.756     0.100     0.813     0.082       44.928
    19.94     2.298     4.036     1.756     0.100     0.814     0.082       45.053
    19.95     2.296     4.034     1.757     0.100     0.814     0.082       45.248
    19.96     2.295     4.037     1.759     0.100     0.816     0.082       45.166
    19.97     2.293     4.038     1.761     0.100     0.817     0.082       45.155
    19.98     2.291     4.037     1.762     0.100     0.817     0.082       45.215
    19.99     2.290     4.036     1.763     0.100     0.818     0.082       45.345
    20.00     2.288     4.035     1.763     0.100     0.818     0.082       45.547
    20.01     2.286     4.037     1.766     0.100     0.820     0.082       45.462
    20.02     2.285     4.038     1.767     0.100     0.821     0.082       45.448
    20.03     2.283     4.037     1.768     0.100     0.822     0.082       45.506
    20.04     2.281     4.036     1.769     0.100     0.822     0.082       45.636
    20.05     2.280     4.034     1.770     0.100     0.823     0.082       45.837
    20.06     2.278     4.037     1.772     0.100     0.825     0.082       45.752
    20.07     2.276     4.038     1.774     0.100     0.826     0.082       45.740
    20.08     2.274     4.037     1.775     0.100     0.826     0.082       45.801
    20.09     2.273     4.036     1.776     0.100     0.827     0.082       45.934
    20.10     2.271     4.035     1.777     0.100     0.828     0.082       46.141
    20.11     2.269     4.037     1.779     0.100     0.829     0.082       46.054
    20.12     2.267     4.038     1.781     0.100     0.830     0.082       46.041
    20.13     2.266     4.037     1.782     0.100     0.831     0.082       46.102
    20.14     2.264     4.036     1.783     0.100     0.832     0.082       46.237
    20.15     2.262     4.034     1.783     0.100     0.832     0.082       46.447
    20.16     2.260     4.037     1.786     0.100     0.834     0.082       46.363
    20.17     2.259     4.038     1.788     0.100     0.835     0.082       46.354
    20.18     2.257     4.037     1.789     0.100     0.836     0.082       46.420
    20.19     2.255     4.036     1.790     0.100     0.836     0.082       46.561
    20.20     2.254     4.034     1.790     0.100     0.837     0.082       46.777
    20.21     2.252     4.037     1.793     0.100     0.839     0.082       46.692
    20.22     2.250     4.038     1.794     0.100     0.840     0.082       46.683
    20.23     2.248     4.037     1.796     0.100     0.841     0.082       46.750
    20.24     2.247     4.036     1.796     0.100     0.841     0.082       46.892
    20.25     2.245     4.034     1.797     0.100     0.842     0.082       47.111
    20.26     2.243     4.037     1.800     0.100     0.844     0.082       47.027
    20.27     2.241     4.038     1.802     0.100     0.845     0.082       47.020
    20.28     2.240     4.037     1.803     0.100     0.846     0.082       47.090
    20.29     2.238     4.036     1.804     0.100     0.846     0.082       47.238
    20.30     2.236     4.034     1.804     0.100     0.847     0.081       47.463
    20.31     2.234     4.037     1.807     0.100     0.849     0.082       47.377
    20.32     2.232     4.038     1.809     0.100     0.850     0.082       47.370
    20.33     2.231     4.037     1.810     0.100     0.851     0.082       47.440
    20.34     2.229     4.036     1.811     0.100     0.851     0.081       47.589
    20.35     2.227     4.034     1.811     0.100     0.852     0.081       47.817
    20.36     2.225     4.037     1.814     0.100     0.854     0.081       47.729
    20.37     2.224     4.038     1.816     0.100     0.855     0.081       47.721
    20.38     2.222     4.037     1.817     0.100     0.856     0.081       47.792
    20.39     2.220     4.036     1.818     0.100     0.856     0.081       47.942
    20.40     2.218     4.034     1.818     0.100     0.857     0.081       48.173
    20.41     2.217     4.037     1.821     0.100     0.859     0.081       48.089
    20.42     2.215     4.038     1.823     0.100     0.860     0.081       48.085
    20.43     2.213     4.037     1.825     0.100     0.861     0.081       48.163
    20.44     2.211     4.036     1.826     0.100     0.862     0.081       48.322
    20.45     2.209     4.034     1.826     0.100     0.862     0.081       48.562
    20.46     2.207     4.037     1.829     0.100     0.864     0.081       48.479
    20.47     2.205     4.038     1.831     0.100     0.866     0.081       48.479
    20.48     2.203     4.037     1.832     0.100     0.867     0.081       48.561
    20.49     2.201     4.036     1.833     0.100     0.867     0.081       48.726
    20.50     2.200     4.034     1.834     0.100     0.868     0.081       48.973
    20.51     2.198     4.037     1.837     0.100     0.870     0.081       48.891
    20.52     2.196     4.038     1.839     0.100     0.871     0.081       48.892
    20.53     2.194     4.037     1.840     0.100     0.872     0.081       48.976
    20.54     2.192     4.036     1.841     0.100     0.873     0.081       49.145
    20.55     2.190     4.034     1.842     0.100     0.874     0.081       49.398
    20.56     2.188     4.037     1.845     0.100     0.876     0.081       49.314
    20.57     2.186     4.038     1.847     0.100     0.877     0.081       49.316
    20.58     2.184     4.037     1.849     0.100     0.878     0.081       49.404
    20.59     2.182     4.036     1.850     0.100     0.879     0.081       49.576
    20.60     2.180     4.034     1.851     0.100     0.880     0.081       49.835
    20.61     2.178     4.037     1.854     0.100     0.882     0.081       49.751
    20.62     2.176     4.038     1.856     0.100     0.883     0.081       49.753
    20.63     2.174     4.037     1.857     0.100     0.884     0.081       49.843
    20.64     2.172     4.036     1.858     0.100     0.885     0.081       50.020
    20.65     2.170     4.034     1.859     0.100     0.886     0.080       50.285
    20.66     2.168     4.037     1.862     0.100     0.888     0.080       50.203
    20.67     2.166     4.038     1.865     0.100     0.890     0.080       50.209
    20.68     2.163     4.037     1.866     0.100     0.891     0.080       50.305
    20.69     2.161     4.036     1.867     0.100     0.892     0.080       50.490
    20.70     2.159     4.034     1.868     0.100     0.892     0.080       50.764
    20.71     2.157     4.037     1.871     0.100     0.895     0.080       50.683
    20.72     2.155     4.038     1.874     0.100     0.896     0.080       50.692
    20.73     2.153     4.037     1.875     0.100     0.897     0.080       50.791
    20.74     2.151     4.036     1.876     0.100     0.898     0.080       50.982
    20.75     2.149     4.034     1.877     0.100     0.899     0.080       51.264
    20.76     2.147     4.037     1.880     0.100     0.901     0.080       51.180
    20.77     2.145     4.038     1.883     0.100     0.903     0.080       51.189
    20.78     2.143     4.037     1.884     0.100     0.904     0.080       51.290
    20.79     2.141     4.036     1.885     0.100     0.905     0.080       51.485
    20.80     2.138     4.034     1.886     0.100     0.905     0.080       51.772
    20.81     2.136     4.037     1.890     0.100     0.908     0.080       51.691
    20.82     2.134     4.038     1.892     0.100     0.910     0.080       51.703
    20.83     2.132     4.037     1.894     0.100     0.911     0.080       51.811
    20.84     2.130     4.036     1.895     0.100     0.912     0.079       52.014
    20.85     2.128     4.034     1.896     0.100     0.912     0.079       52.313
    20.86     2.125     4.037     1.900     0.100     0.915     0.079       52.233
    20.87     2.123     4.038     1.902     0.100     0.917     0.079       52.250
    20.88     2.121     4.037     1.904     0.100     0.918     0.079       52.364
    20.89     2.119     4.036     1.905     0.100     0.919     0.079       52.576
    20.90     2.116     4.034     1.906     0.100     0.920     0.079       52.885
    20.91     2.114     4.037     1.910     0.100     0.922     0.079       52.804
    20.92     2.112     4.038     1.912     0.100     0.924     0.079       52.822
    20.93     2.109     4.037     1.914     0.100     0.925     0.079       52.939
    20.94     2.107     4.036     1.915     0.100     0.926     0.079       53.156
    20.95     2.105     4.034     1.916     0.100     0.927     0.079       53.473
    20.96     2.103     4.037     1.920     0.100     0.930     0.079       53.388
    20.97     2.100     4.038     1.923     0.100     0.932     0.079       53.404
    20.98     2.098     4.038     1.924     0.100     0.933     0.079       53.522
    20.99     2.096     4.036     1.926     0.100     0.934     0.078       53.742
    21.00     2.094     4.034     1.927     0.100     0.935     0.078       54.064
    21.01     2.091     4.037     1.930     0.100     0.938     0.078       53.985
    21.02     2.089     4.038     1.933     0.100     0.940     0.078       54.011
    21.03     2.086     4.038     1.935     0.100     0.941     0.078       54.140
    21.04     2.084     4.036     1.937     0.100     0.942     0.078       54.375
    21.05     2.082     4.034     1.938     0.100     0.943     0.078       54.716
    21.06     2.079     4.037     1.942     0.100     0.946     0.078       54.640
    21.07     2.076     4.038     1.945     0.100     0.948     0.078       54.672
    21.08     2.074     4.038     1.947     0.100     0.950     0.078       54.811
    21.09     2.071     4.036     1.948     0.100     0.951     0.078       55.058
    21.10     2.069     4.034     1.950     0.100     0.952     0.077       55.412
    21.11     2.066     4.037     1.954     0.100     0.955     0.077       55.339
    21.12     2.064     4.038     1.957     0.100     0.957     0.077       55.376
    21.13     2.061     4.038     1.959     0.100     0.958     0.077       55.522
    21.14     2.059     4.036     1.961     0.100     0.960     0.077       55.779
    21.15     2.056     4.034     1.962     0.100     0.961     0.077       56.147
    21.16     2.053     4.037     1.966     0.100     0.964     0.077       56.074
    21.17     2.051     4.038     1.969     0.100     0.966     0.077       56.113
    21.18     2.048     4.038     1.972     0.100     0.968     0.077       56.265
    21.19     2.045     4.036     1.973     0.100     0.969     0.077       56.531
    21.20     2.042     4.033     1.975     0.100     0.970     0.076       56.912
    21.21     2.040     4.037     1.979     0.100     0.974     0.076       56.840
    21.22     2.037     4.038     1.983     0.100     0.976     0.076       56.885
    21.23     2.034     4.038     1.985     0.100     0.978     0.076       57.047
    21.24     2.031     4.036     1.987     0.100     0.979     0.076       57.326
    21.25     2.029     4.033     1.988     0.100     0.980     0.076       57.723
    21.26     2.026     4.037     1.993     0.100     0.984     0.076       57.657
    21.27     2.023     4.039     1.996     0.100     0.986     0.076       57.711
    21.28     2.020     4.038     1.999     0.100     0.988     0.075       57.886
    21.29     2.017     4.036     2.001     0.100     0.990     0.075       58.181
    21.30     2.014     4.033     2.002     0.100     0.991     0.075       58.599
    21.31     2.011     4.037     2.007     0.100     0.995     0.075       58.537
    21.32     2.008     4.039     2.011     0.100     0.997     0.075       58.598
    21.33     2.005     4.038     2.014     0.100     0.999     0.075       58.784
    21.34     2.002     4.036     2.016     0.100     1.001     0.074       59.095
    21.35     1.999     4.033     2.017     0.100     1.002     0.074       59.531
